review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
this application has need to update because the app have only 2006 date of birth only and I am 2007 born it's need to update please and also web site,1,2025-07-29 16:03:54,Google Play,NEGATIVE,-0.9931366443634033,"['this application', 'the app', 'only 2006 date', 'birth', 'need']",neutral,"{'this application': 'Negative', 'the app': 'Negative', 'only 2006 date': 'Negative', 'birth': 'Negative', 'need': 'Negative'}",review
"New voters will never have their epic, don't download this.",1,2025-07-29 12:58:05,Google Play,NEGATIVE,-0.9897105097770691,['new voters'],neutral,{'new voters': 'Negative'},review
Good,5,2025-07-29 11:40:46,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
voting service,2,2025-07-29 11:25:03,Google Play,POSITIVE,0.9589830040931702,['voting service'],neutral,{'voting service': 'Positive'},review
"Hearing date not available. Form REJECT, no document upload option",1,2025-07-29 10:15:58,Google Play,NEGATIVE,-0.9996582269668579,"['hearing', 'date', 'no document upload option']",sadness,"{'hearing': 'Negative', 'date': 'Negative', 'no document upload option': 'Negative'}",review
smart but not safe. siber crime powerfull.,5,2025-07-29 08:18:41,Google Play,NEGATIVE,-0.6988509297370911,['siber crime powerfull'],sadness,{'siber crime powerfull': 'Negative'},review
"Ur attention that the ECI Voter Registration App & Website are currently restricting new voter registration to those born **on or before 1st October 2006**. As per recent ECI rules, those who have **attained the age of 18 yrs on or before the quarterly qualifying dates (1 Jan, 1 Apr, 1 Jul, 1 Oct)** should be eligible. Example, a person born on 12th October 2006 (currently 18 yrs and 9 months) is unable to register due to the cutoff date still being 01 Oct 2006. Pls update the Portal",2,2025-07-29 07:56:18,Google Play,NEGATIVE,-0.9938793182373047,"['attention', 'the eci voter registration app', 'website', 'new voter registration', '1st', 'recent eci rules', 'the age', '18 yrs', 'the quarterly qualifying dates', '1 jul', '1 oct', 'a person', '12th october', '(currently 18 yrs', '9 months', 'the cutoff date', 'the portal']",sadness,"{'attention': 'Negative', 'the eci voter registration app': 'Negative', 'website': 'Negative', 'new voter registration': 'Negative', '1st': 'Negative', 'recent eci rules': 'Negative', 'the age': 'Negative', '18 yrs': 'Negative', 'the quarterly qualifying dates': 'Negative', '1 jul': 'Negative', '1 oct': 'Negative', 'a person': 'Negative', '12th october': 'Negative', '(currently 18 yrs': 'Negative', '9 months': 'Negative', 'the cutoff date': 'Negative', 'the portal': 'Negative'}",review
bad updates in maharashtra not showing 2007 date of birth,1,2025-07-28 23:08:20,Google Play,NEGATIVE,-0.9966719150543213,"['bad updates', 'maharashtra', '2007 date', 'birth']",sadness,"{'bad updates': 'Negative', 'maharashtra': 'Negative', '2007 date': 'Neutral', 'birth': 'Neutral'}",review
nice,5,2025-07-28 23:07:23,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
super,5,2025-07-28 23:06:10,Google Play,POSITIVE,0.998783528804779,['super'],neutral,{'super': 'Positive'},review
Very awesome apps,4,2025-07-28 21:19:27,Google Play,POSITIVE,0.9998766183853149,['very awesome apps'],joy,{'very awesome apps': 'Positive'},review
very nice,5,2025-07-28 19:56:23,Google Play,POSITIVE,0.9998563528060913,[],joy,{},review
working is helpful,4,2025-07-28 15:11:02,Google Play,POSITIVE,0.999733030796051,[],neutral,{},review
VERY GOOD EXPERIENCE 💯,5,2025-07-28 15:01:29,Google Play,POSITIVE,0.999849796295166,['very good experience'],neutral,{'very good experience': 'Positive'},review
at final stage it is not confirming what is the meaning of this app if it is not user-friendly,1,2025-07-28 12:11:09,Google Play,NEGATIVE,-0.9998001456260681,"['final stage', 'the meaning', 'this app']",neutral,"{'final stage': 'Negative', 'the meaning': 'Neutral', 'this app': 'Negative'}",review
excellent,5,2025-07-28 10:59:42,Google Play,POSITIVE,0.9998434782028198,[],joy,{},review
pehli Baar new voter id apply kara tha reject Ho Gaya dusri bar Kiya project Ho Gaya koi matlab ki nahin hai application,1,2025-07-28 08:59:11,Google Play,NEGATIVE,-0.9953464865684509,"['pehli baar', 'new voter', 'kara tha', 'ho gaya dusri bar kiya project ho gaya koi', 'ki nahin hai application']",sadness,"{'pehli baar': 'Negative', 'new voter': 'Negative', 'kara tha': 'Negative', 'ho gaya dusri bar kiya project ho gaya koi': 'Negative', 'ki nahin hai application': 'Negative'}",review
good,5,2025-07-28 08:30:28,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
useless,1,2025-07-28 08:17:47,Google Play,NEGATIVE,-0.9997991919517517,[],anger,{},review
Excellent,5,2025-07-27 23:34:36,Google Play,POSITIVE,0.9998434782028198,[],neutral,{},review
😞,1,2025-07-27 17:48:29,Google Play,NEGATIVE,-0.6970566511154175,[],neutral,{},review
nice,5,2025-07-27 17:01:31,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
very good,5,2025-07-27 13:18:01,Google Play,POSITIVE,0.9998520612716675,[],joy,{},review
not working application,1,2025-07-27 12:02:39,Google Play,NEGATIVE,-0.999782383441925,['application'],sadness,{'application': 'Negative'},bug_report
why somthing went wrong show,2,2025-07-27 11:41:22,Google Play,NEGATIVE,-0.9992427825927734,['somthing'],sadness,{'somthing': 'Negative'},review
"I have my Epic No. when I login with my mobile number successfully and go into profile it shows every details but not my Epic number. And when try to verify Epic No. it say mobile number not registered and fill Forum No.8. at this digital age we still follow ""Munna Bhai Forum Bharna Padega Kya"" Old style. pathetic and weak system. why fill Forum in PDF when the app is there to verify the user from home. CKYC + Identity details can be used to fix this issue rather than filling long forum.",1,2025-07-27 08:25:20,Google Play,NEGATIVE,-0.9996213912963867,"['my mobile number', 'profile', 'every details', 'not my epic number', 'mobile number', 'forum no.8', 'this digital age', '""munna bhai forum bharna padega kya"" old style', 'pathetic and weak system', 'forum', 'pdf', 'the app', 'the user', 'home', 'ckyc + identity details', 'this issue', 'long forum']",sadness,"{'my mobile number': 'Negative', 'profile': 'Negative', 'every details': 'Negative', 'not my epic number': 'Negative', 'mobile number': 'Negative', 'forum no.8': 'Negative', 'this digital age': 'Negative', '""munna bhai forum bharna padega kya"" old style': 'Negative', 'pathetic and weak system': 'Negative', 'forum': 'Negative', 'pdf': 'Negative', 'the app': 'Negative', 'the user': 'Negative', 'home': 'Neutral', 'ckyc + identity details': 'Negative', 'this issue': 'Negative', 'long forum': 'Negative'}",bug_report
worst app i have used in my life govt is doing totally a scam with us why they promote such h useless thing when the app doesn't work i wasted my 2 hrs in this nonsense app so much disappointed still i haven't able register my voter id like ... i literally upload everything correct still error useless app,1,2025-07-26 21:15:19,Google Play,NEGATIVE,-0.999771773815155,"['worst app', 'my life govt', 'a scam', 'such h useless thing', 'the app', 'my 2 hrs', 'this nonsense app', 'my voter', 'useless app']",sadness,"{'worst app': 'Negative', 'my life govt': 'Negative', 'a scam': 'Negative', 'such h useless thing': 'Negative', 'the app': 'Negative', 'my 2 hrs': 'Negative', 'this nonsense app': 'Negative', 'my voter': 'Negative', 'useless app': 'Negative'}",bug_report
nice,5,2025-07-26 20:54:49,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
I'm happy,5,2025-07-26 19:22:00,Google Play,POSITIVE,0.9998793601989746,[],joy,{},review
smooth oprating,5,2025-07-26 17:32:19,Google Play,POSITIVE,0.9971055388450623,[],neutral,{},review
"there is no way to go back one step, if i need to change something on step 3, the app will take you to the first step instead of step 2 who designed this",1,2025-07-26 15:19:27,Google Play,NEGATIVE,-0.9982751607894897,"['no way', 'step', 'the app', 'the first step', 'step']",neutral,"{'no way': 'Negative', 'step': 'Negative', 'the app': 'Positive', 'the first step': 'Positive'}",review
best app of all votar,4,2025-07-26 15:14:48,Google Play,POSITIVE,0.999363362789154,"['best app', 'votar']",neutral,"{'best app': 'Positive', 'votar': 'Positive'}",review
it's great 👍,5,2025-07-26 13:38:31,Google Play,POSITIVE,0.9998751878738403,[],joy,{},review
Good,5,2025-07-26 07:57:58,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-26 04:40:15,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
খুব সুন্দর,5,2025-07-25 21:34:46,Google Play,NEGATIVE,-0.7706267237663269,['খুব সুন্দর'],neutral,{'খুব সুন্দর': 'Positive'},review
Please Add the new district option in Madhya Pradesh STATE DISTRICT - MAUGANJ NOTE - VOTER ID BANNE KE BAAD MILTA NHI POST OFFICE DWARA KRIPYA IS PAR AAP DHYAN DE,3,2025-07-25 20:58:18,Google Play,NEGATIVE,-0.9967239499092102,"['the new district option', 'madhya pradesh state district - mauganj note - voter id banne ke baad milta nhi post office dwara kripya', 'par']",neutral,"{'the new district option': 'Neutral', 'madhya pradesh state district - mauganj note - voter id banne ke baad milta nhi post office dwara kripya': 'Neutral', 'par': 'Neutral'}",feature_request
good,5,2025-07-25 19:28:02,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
Better service,5,2025-07-25 18:18:08,Google Play,POSITIVE,0.9982219338417053,['better service'],neutral,{'better service': 'Neutral'},review
nice,5,2025-07-25 18:14:06,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
Excellent,5,2025-07-25 15:18:22,Google Play,POSITIVE,0.9998434782028198,[],neutral,{},review
excellent 👌,5,2025-07-25 02:35:58,Google Play,POSITIVE,0.9998458623886108,[],joy,{},review
not working proper,1,2025-07-24 23:20:08,Google Play,NEGATIVE,-0.9997802376747131,[],sadness,{},bug_report
"Easy to use🫶 aap ghar baithe baithe apna voter id card bana sakte hai maine bhi banaya,",5,2025-07-24 22:59:11,Google Play,NEGATIVE,-0.9910688400268555,['aap ghar'],joy,{'aap ghar': 'Positive'},review
this app is very help full.,5,2025-07-24 18:44:02,Google Play,POSITIVE,0.9837259650230408,"['this app', 'very help']",neutral,"{'this app': 'Positive', 'very help': 'Positive'}",review
the app is 😊😊,5,2025-07-24 16:00:17,Google Play,NEGATIVE,-0.8925623297691345,['the app'],neutral,{'the app': 'Positive'},review
best aap,5,2025-07-24 14:14:49,Google Play,POSITIVE,0.9998045563697815,['best aap'],neutral,{'best aap': 'Positive'},review
good,5,2025-07-24 09:57:38,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
NICE,5,2025-07-24 09:50:45,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
apps very slow warking,1,2025-07-23 22:56:29,Google Play,NEGATIVE,-0.9971423745155334,['apps'],neutral,{'apps': 'Negative'},review
when I search with epic no. app always show Server error pls try again. many time I re instal it after uninstall.,2,2025-07-23 21:19:38,Google Play,NEGATIVE,-0.9982376098632812,"['epic no. app', 'server error']",neutral,"{'epic no. app': 'Negative', 'server error': 'Negative'}",bug_report
good,5,2025-07-23 15:36:09,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
ok,5,2025-07-23 12:20:15,Google Play,POSITIVE,0.9997851252555847,[],neutral,{},review
good,3,2025-07-22 22:32:34,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-22 22:14:45,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
super,5,2025-07-22 22:13:28,Google Play,POSITIVE,0.998783528804779,['super'],neutral,{'super': 'Positive'},review
superb,5,2025-07-22 19:48:10,Google Play,POSITIVE,0.9998656511306763,['superb'],neutral,{'superb': 'Positive'},review
every time net otp,1,2025-07-22 18:59:21,Google Play,POSITIVE,0.7818785905838013,['every time net otp'],neutral,{'every time net otp': 'Positive'},review
"New Voter Registration is NOT WORKING. I've submitted the new voter id registration form with all details and nothing happens after submission. There is No Confirmation displayed after submission. Not able to track whether the form got submitted or not. I've tried to check ""Applied Forms"" section. But it's automatically redirected to home page while clicking ""Applied Forms"" option. Please check this issue.",1,2025-07-22 18:49:15,Google Play,NEGATIVE,-0.9993663430213928,"['new voter registration', 'the new voter id registration form', 'all details', 'submission', 'no confirmation', 'submission', 'the form', '""applied forms"" section', 'home page', '""applied forms', '"" option', 'this issue']",neutral,"{'new voter registration': 'Negative', 'the new voter id registration form': 'Negative', 'all details': 'Negative', 'submission': 'Negative', 'no confirmation': 'Negative', 'the form': 'Negative', '""applied forms"" section': 'Negative', 'home page': 'Negative', '""applied forms': 'Negative', '"" option': 'Negative', 'this issue': 'Negative'}",bug_report
faltu,1,2025-07-22 16:32:58,Google Play,POSITIVE,0.9536470770835876,[],neutral,{},review
i need this app,5,2025-07-22 14:33:53,Google Play,NEGATIVE,-0.9797838926315308,['this app'],joy,{'this app': 'Positive'},review
Nice app,5,2025-07-22 13:17:03,Google Play,POSITIVE,0.9998061060905457,['nice app'],neutral,{'nice app': 'Positive'},review
"Very nice and useful app,easy to use for all",5,2025-07-22 01:00:11,Google Play,POSITIVE,0.999777615070343,['very nice and useful app'],joy,{'very nice and useful app': 'Positive'},review
super good,5,2025-07-22 00:15:13,Google Play,POSITIVE,0.9998506307601929,[],joy,{},review
good,5,2025-07-21 23:41:25,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
Good app,4,2025-07-21 22:23:52,Google Play,POSITIVE,0.9998493194580078,['good app'],neutral,{'good app': 'Positive'},review
good,3,2025-07-21 22:18:16,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
you can't download e-pic from this app ??????????. we have informed but in sarkari logon ko kaan main awaj ghusta nahi.,5,2025-07-21 19:23:30,Google Play,NEGATIVE,-0.9971705079078674,"['pic', 'this app', 'sarkari logon ko kaan main awaj ghusta nahi']",surprise,"{'pic': 'Negative', 'this app': 'Negative', 'sarkari logon ko kaan main awaj ghusta nahi': 'Negative'}",review
good 👍👍,5,2025-07-21 17:03:34,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
wrong working id pdf saving in sd card but sd card in not available in my phone and pdf is not show in storage im tried 3 time download v id,1,2025-07-21 16:21:15,Google Play,NEGATIVE,-0.9973210692405701,"['sd card', 'sd card', 'my phone', 'pdf', 'storage']",sadness,"{'sd card': 'Negative', 'my phone': 'Negative', 'pdf': 'Negative', 'storage': 'Negative'}",review
please make this application proper once if we login into it we cant logout it shows logout error... and also have may major issues also but application well good and best ..for some reasons its vry irritating,4,2025-07-21 16:04:48,Google Play,POSITIVE,0.9911308288574219,"['this application', 'logout error', 'major issues', 'some reasons', 'its vry']",sadness,"{'this application': 'Negative', 'logout error': 'Negative', 'major issues': 'Negative', 'some reasons': 'Negative', 'its vry': 'Negative'}",bug_report
super service,5,2025-07-21 14:02:33,Google Play,POSITIVE,0.9962215423583984,['super service'],neutral,{'super service': 'Positive'},review
not easy,5,2025-07-21 12:56:40,Google Play,NEGATIVE,-0.9982618689537048,[],sadness,{},review
super,1,2025-07-21 11:21:02,Google Play,POSITIVE,0.998783528804779,['super'],neutral,{'super': 'Positive'},review
Hi all good purchase,5,2025-07-21 08:12:11,Google Play,POSITIVE,0.9997995495796204,[],joy,{},review
good,5,2025-07-21 00:09:48,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
supar app hai,5,2025-07-20 23:24:59,Google Play,NEGATIVE,-0.6596275568008423,"['supar app', 'hai']",neutral,"{'supar app': 'Neutral', 'hai': 'Positive'}",review
helpfull,5,2025-07-20 19:45:35,Google Play,POSITIVE,0.9971383810043335,['helpfull'],neutral,{'helpfull': 'Positive'},review
good,5,2025-07-20 16:58:28,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
bad app no response,1,2025-07-20 15:15:21,Google Play,NEGATIVE,-0.9996150732040405,"['bad app', 'no response']",sadness,"{'bad app': 'Negative', 'no response': 'Negative'}",review
unable to apply for new voter registration getting an error and I tried to raise a complaint in the app after selectung category and sub-category and wrote the messages and when I clicked on submit button it shows error. so basically you can't even raise a complaint for the app dysfunction.,1,2025-07-20 13:57:54,Google Play,NEGATIVE,-0.9996626377105713,"['new voter registration', 'an error', 'a complaint', 'the app', 'selectung category', 'sub', 'category', 'the messages', 'submit button', 'error', 'a complaint', 'the app dysfunction']",anger,"{'new voter registration': 'Neutral', 'an error': 'Negative', 'a complaint': 'Negative', 'the app': 'Negative', 'selectung category': 'Neutral', 'sub': 'Neutral', 'category': 'Neutral', 'the messages': 'Neutral', 'submit button': 'Negative', 'error': 'Negative', 'the app dysfunction': 'Negative'}",bug_report
good,5,2025-07-20 13:54:02,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
Best experience,5,2025-07-20 12:27:37,Google Play,POSITIVE,0.9996858835220337,['best experience'],neutral,{'best experience': 'Positive'},review
"Whenever we upload a document, it gets blurred, so you all please pay a little attention to it.",2,2025-07-20 10:23:25,Google Play,POSITIVE,0.7750949859619141,"['a document', 'a little attention']",neutral,"{'a document': 'Negative', 'a little attention': 'Neutral'}",review
good 👍,5,2025-07-19 18:11:29,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
nice,5,2025-07-19 16:43:26,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
nice apps,5,2025-07-19 12:55:54,Google Play,POSITIVE,0.999850869178772,['nice apps'],joy,{'nice apps': 'Positive'},review
today I have updated the app. now it is not getting logged out. Also on profile I am not able to register my id now. before the update app worked fine.,2,2025-07-19 11:04:01,Google Play,NEGATIVE,-0.9958488941192627,"['the app', 'profile', 'my i', 'the update app']",sadness,"{'the app': 'Negative', 'profile': 'Negative', 'my i': 'Negative', 'the update app': 'Negative'}",review
good,5,2025-07-19 10:25:59,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
easy app so good,5,2025-07-19 09:31:56,Google Play,POSITIVE,0.9998341798782349,['easy app'],joy,{'easy app': 'Positive'},review
good,5,2025-07-19 00:10:04,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
search results best,5,2025-07-18 22:08:07,Google Play,POSITIVE,0.9938700199127197,['search results'],neutral,{'search results': 'Positive'},review
super hits,5,2025-07-18 19:45:29,Google Play,POSITIVE,0.9998268485069275,['super'],surprise,{'super': 'Positive'},review
good and usaeful,5,2025-07-18 19:10:52,Google Play,POSITIVE,0.9998144507408142,[],joy,{},review
nice app,5,2025-07-18 12:12:24,Google Play,POSITIVE,0.9998061060905457,['nice app'],neutral,{'nice app': 'Positive'},review
"मैं अक्टूबर 2006 के बाद न्यू वोटर कार्ड बना रहा हूं, लेकिन नहीं बन रहा।",1,2025-07-18 11:36:13,Google Play,NEGATIVE,-0.763821005821228,['बना रहा'],neutral,{'बना रहा': 'Negative'},review
"Users can view the latest press releases, current news,events,and gallery from the Election Commission of India.The Voter Helpline App is available for download on both the Google Play Store and Apple App Store, contributing significantly to the ECI's ongoing efforts to enhance voter engagement and participation in the democratic process.Please add mobile number in voter hard copy. Thank you",5,2025-07-18 08:39:04,Google Play,POSITIVE,0.9978138208389282,"['users', 'the latest press releases', 'current news', 'events', 'gallery', 'the election commission', 'india.the voter helpline app', 'download', 'both the google play store and apple app store', ""the eci's ongoing efforts"", 'voter engagement', 'participation', 'the democratic process.please', 'mobile number', 'voter hard copy']",neutral,"{'users': 'Neutral', 'the latest press releases': 'Neutral', 'current news': 'Neutral', 'events': 'Neutral', 'gallery': 'Neutral', 'the election commission': 'Positive', 'india.the voter helpline app': 'Positive', 'download': 'Positive', 'both the google play store and apple app store': 'Neutral', ""the eci's ongoing efforts"": 'Positive', 'voter engagement': 'Positive', 'participation': 'Positive', 'the democratic process.please': 'Positive', 'mobile number': 'Neutral', 'voter hard copy': 'Neutral'}",feature_request
"not even able to login, due to OTP non gentrated and sms issue",1,2025-07-18 08:00:48,Google Play,NEGATIVE,-0.9984394907951355,"['non', 'sms issue']",sadness,"{'non': 'Negative', 'sms issue': 'Negative'}",bug_report
play store per sirf naam k liye diye ho ye app ? 2 saal me 3 baar try kiye hain ...... ek kaam nhi hua ...,1,2025-07-18 00:46:28,Google Play,NEGATIVE,-0.9955482482910156,"['store', 'sirf naam k liye diye ho ye app', '2 saal', '3 baar', 'kiye hain', 'ek kaam nhi hua']",neutral,"{'store': 'Neutral', 'sirf naam k liye diye ho ye app': 'Neutral', '2 saal': 'Neutral', '3 baar': 'Neutral', 'kiye hain': 'Neutral', 'ek kaam nhi hua': 'Neutral'}",review
good,5,2025-07-17 16:07:31,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,4,2025-07-17 15:20:57,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
I did installed the app. It isn't working always showing error of something went wrong since a long time.,1,2025-07-17 12:23:11,Google Play,NEGATIVE,-0.9967821836471558,"['the app', 'error', 'a long time']",neutral,"{'the app': 'Negative', 'error': 'Negative', 'a long time': 'Negative'}",bug_report
"This app is not working properly, always show error when login the account",1,2025-07-17 09:30:03,Google Play,NEGATIVE,-0.9997976422309875,"['this app', 'error', 'the account']",sadness,"{'this app': 'Negative', 'error': 'Negative', 'the account': 'Negative'}",bug_report
good application,4,2025-07-16 15:59:16,Google Play,POSITIVE,0.999854564666748,['good application'],neutral,{'good application': 'Positive'},review
nice,5,2025-07-16 14:06:04,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
"Unuseful app, when trying to logout error appears. Tried to register complain again ERROR. There is no option to apply for epic card due to changes in display format without correction/update. only thing available is search & share.",1,2025-07-16 12:15:39,Google Play,NEGATIVE,-0.9995120763778687,"['unuseful app', 'error', 'error', 'no option', 'epic card', 'changes', 'display format', 'correction/update', 'only thing', 'search', 'share']",sadness,"{'unuseful app': 'Negative', 'error': 'Negative', 'no option': 'Negative', 'epic card': 'Neutral', 'changes': 'Negative', 'display format': 'Negative', 'correction/update': 'Negative', 'only thing': 'Negative', 'search': 'Neutral', 'share': 'Neutral'}",bug_report
Nice. very helpful to know about all details,5,2025-07-16 00:22:35,Google Play,POSITIVE,0.9998482465744019,['all details'],joy,{'all details': 'Positive'},review
good,5,2025-07-15 22:01:04,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-15 20:35:43,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
worst app ever... applied for pvc id 6 months ago..still in process..,1,2025-07-15 18:48:31,Google Play,NEGATIVE,-0.9998134970664978,"['worst app', 'pvc i', 'process']",sadness,"{'worst app': 'Negative', 'pvc i': 'Negative', 'process': 'Negative'}",review
best,4,2025-07-15 16:57:57,Google Play,POSITIVE,0.9997941851615906,[],neutral,{},review
only 1 error even after logout it doesn't logout it says error while logout so i can't login with other user details,5,2025-07-15 15:51:26,Google Play,NEGATIVE,-0.9914858937263489,"['only 1 error', 'error', 'other user details']",neutral,"{'only 1 error': 'Negative', 'error': 'Negative', 'other user details': 'Neutral'}",bug_report
this is good app for election voters,5,2025-07-15 14:46:38,Google Play,POSITIVE,0.999750554561615,"['good app', 'election voters']",neutral,"{'good app': 'Positive', 'election voters': 'Positive'}",review
Best app for Updating Voter ID,5,2025-07-15 13:56:43,Google Play,POSITIVE,0.9987622499465942,"['best app', 'voter i']",neutral,"{'best app': 'Positive', 'voter i': 'Neutral'}",review
nice working,5,2025-07-15 13:49:26,Google Play,POSITIVE,0.9998407363891602,['nice working'],joy,{'nice working': 'Positive'},review
Good platform,5,2025-07-15 13:24:23,Google Play,POSITIVE,0.9998637437820435,['good platform'],neutral,{'good platform': 'Positive'},review
good,3,2025-07-15 13:11:30,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
"worest app. i appled my voter id before 2 months. but, still there is no response from there. time waste app.",1,2025-07-15 04:29:44,Google Play,NEGATIVE,-0.9997318387031555,"['worest app', 'my voter', '2 months', 'no response', 'time waste app']",sadness,"{'worest app': 'Negative', 'my voter': 'Negative', '2 months': 'Negative', 'no response': 'Negative', 'time waste app': 'Negative'}",review
excellent 👌,5,2025-07-14 22:48:38,Google Play,POSITIVE,0.9998458623886108,[],joy,{},review
It's easy to use and we can have quick response and update.,5,2025-07-14 22:32:59,Google Play,POSITIVE,0.9875636696815491,"['quick response', 'update']",neutral,"{'quick response': 'Positive', 'update': 'Positive'}",review
nice,5,2025-07-14 19:09:01,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
v good,5,2025-07-14 15:48:58,Google Play,POSITIVE,0.9984826445579529,[],joy,{},review
verry good,4,2025-07-14 15:37:43,Google Play,POSITIVE,0.9998464584350586,[],joy,{},review
Good,5,2025-07-14 12:58:46,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-14 12:28:10,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
very very helpful app,5,2025-07-14 12:12:33,Google Play,POSITIVE,0.9997124075889587,['very very helpful app'],joy,{'very very helpful app': 'Positive'},review
very good,5,2025-07-14 01:01:02,Google Play,POSITIVE,0.9998520612716675,[],joy,{},review
Unbelivble,5,2025-07-13 21:36:32,Google Play,NEGATIVE,-0.9747785329818726,[],neutral,{},review
please fix date of birth issue,1,2025-07-13 19:08:47,Google Play,NEGATIVE,-0.7783822417259216,"['date', 'birth issue']",sadness,"{'date': 'Negative', 'birth issue': 'Negative'}",bug_report
good,3,2025-07-13 15:12:54,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
nice mast,4,2025-07-13 13:03:08,Google Play,POSITIVE,0.9997597336769104,['nice mast'],neutral,{'nice mast': 'Positive'},review
