review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
"Great app, but missing streetview option and tablet version is buggy (no horizontal view, icons becomes huge all sudden so it has to be restarted)",3,2025-06-13 17:05:12,Google Play,NEGATIVE,-0.9987837672233582,"['streetview option', 'tablet version', 'no horizontal view', 'icons']",surprise,"{'streetview option': 'Negative', 'tablet version': 'Negative', 'no horizontal view': 'Negative', 'icons': 'Negative'}",bug_report
"This app has so much info, it's great. My #1 tool for looking up real estate. I wish it didn't ask me to login multiple times a day.. It's 2025, it's about time you've added dark mode! It's a great app but these annoyances like no dark mode and constantly asking me to login are annoying. This is almost the perfect real estate app.",4,2025-06-08 06:02:14,Google Play,POSITIVE,0.99542635679245,"['this app', 'so much info', 'my #1 tool', 'real estate', 'multiple times', 'time', 'dark mode', 'a great app', 'these annoyances', 'no dark mode', 'the perfect real estate app']",neutral,"{'this app': 'Positive', 'so much info': 'Positive', 'my #1 tool': 'Positive', 'real estate': 'Positive', 'multiple times': 'Negative', 'time': 'Negative', 'dark mode': 'Negative', 'a great app': 'Positive', 'these annoyances': 'Negative', 'no dark mode': 'Negative', 'the perfect real estate app': 'Positive'}",feature_request
"great site, lots to offer",5,2025-06-03 20:27:06,Google Play,POSITIVE,0.9998694658279419,"['great site', 'lots']",joy,"{'great site': 'Positive', 'lots': 'Positive'}",review
great information very timely.,5,2025-05-26 23:18:50,Google Play,POSITIVE,0.9998742341995239,['great information'],joy,{'great information': 'Positive'},review
Excellent app! Highly recommend for home/neighborhood information,5,2025-05-22 07:37:26,Google Play,POSITIVE,0.9998385906219482,"['excellent app', 'home/neighborhood information']",joy,"{'excellent app': 'Positive', 'home/neighborhood information': 'Positive'}",review
Amazing tool. It is really useful.,5,2025-05-22 06:01:08,Google Play,POSITIVE,0.9998481273651123,['amazing tool'],joy,{'amazing tool': 'Positive'},review
I like looking at properties to get ideas for the future.,5,2025-05-19 02:04:22,Google Play,POSITIVE,0.9888709187507629,"['properties', 'ideas', 'the future']",joy,"{'properties': 'Neutral', 'ideas': 'Neutral', 'the future': 'Neutral'}",feature_request
"Absolutely required to be an informed buyer in real estate. Has finer filters like condo fee maximums, shows price history and sold listings.",5,2025-05-18 20:58:20,Google Play,POSITIVE,0.9550086855888367,"['an informed buyer', 'real estate', 'finer filters', 'condo fee maximums', 'price history', 'listings']",neutral,"{'an informed buyer': 'Positive', 'real estate': 'Neutral', 'finer filters': 'Positive', 'condo fee maximums': 'Neutral', 'price history': 'Neutral', 'listings': 'Neutral'}",review
seeing property I'll never be able to afford,4,2025-05-13 19:29:20,Google Play,POSITIVE,0.9857344627380371,['property'],sadness,{'property': 'Negative'},review
Nothing available east of Ontario. Would use if extended to ALL of Canada.,1,2025-05-13 00:43:34,Google Play,NEGATIVE,-0.9995300769805908,"['ontario', 'canada']",neutral,"{'ontario': 'Neutral', 'canada': 'Neutral'}",review
Great app.,5,2025-05-09 04:12:12,Google Play,POSITIVE,0.9998407363891602,['great app'],joy,{'great app': 'Positive'},review
this app is dog water. has no listing's. none. go on the browser and it works normally.,1,2025-05-03 05:32:09,Google Play,NEGATIVE,-0.9989468455314636,"['this app', 'dog water', 'no listing', 'the browser']",neutral,"{'this app': 'Negative', 'dog water': 'Neutral', 'no listing': 'Negative', 'the browser': 'Neutral'}",review
great app,5,2025-05-02 09:24:22,Google Play,POSITIVE,0.999821126461029,['great app'],joy,{'great app': 'Positive'},review
better then Realtor and NO ADS. KEEP IT AD FREE. Awesome app.,5,2025-04-28 10:01:24,Google Play,POSITIVE,0.9976422190666199,['awesome app'],neutral,{'awesome app': 'Positive'},review
App crashes whenever I try to bring up maps App crashes whenever I try to bring up maps App,1,2025-04-25 20:25:18,Google Play,NEGATIVE,-0.9996596574783325,"['app', 'maps app']",sadness,"{'app': 'Negative', 'maps app': 'Negative'}",bug_report
"great app, but keeps signing me out daily, since maybe a few months now!? super annoying. Android and web.",4,2025-04-14 19:41:41,Google Play,NEGATIVE,-0.9935230016708374,"['great app', 'maybe a few months', 'web']",sadness,"{'great app': 'Positive', 'maybe a few months': 'Negative', 'web': 'Neutral'}",review
"Has actual information on previous listing prices, changes to price, final sale price.",5,2025-04-10 19:34:25,Google Play,POSITIVE,0.8275020718574524,"['actual information', 'previous listing prices', 'price']",neutral,"{'actual information': 'Positive', 'previous listing prices': 'Neutral', 'price': 'Neutral'}",review
a good place track the market,4,2025-04-09 03:18:51,Google Play,POSITIVE,0.9998536109924316,"['a good place', 'the market']",joy,"{'a good place': 'Positive', 'the market': 'Neutral'}",review
"I loved this app, but you need to update your school data. Currently seeing 2022 scores for schools. I almost moved to a different area due to these inaccurate scores! Once I noticed the date on the scores, I did my own research and found out the scores of the schools in my area are better now than the ones in the area I almost moved to. These inaccurate scores could negatively impact the value of my house on the market! People use these scores to decide where to live. The accuracy is crucial!",3,2025-04-07 21:52:19,Google Play,NEGATIVE,-0.9660438299179077,"['this app', 'your school data', '2022 scores', 'schools', 'a different area', 'these inaccurate scores', 'the date', 'the scores', 'my own research', 'the scores', 'the schools', 'my area', 'the ones', 'the area', 'these inaccurate scores', 'the value', 'my house', 'the market', 'people', 'these scores', 'the accuracy']",neutral,"{'this app': 'Positive', 'your school data': 'Negative', '2022 scores': 'Negative', 'schools': 'Negative', 'a different area': 'Negative', 'these inaccurate scores': 'Negative', 'the date': 'Negative', 'the scores': 'Negative', 'my own research': 'Negative', 'the schools': 'Negative', 'my area': 'Negative', 'the ones': 'Negative', 'the area': 'Negative', 'the value': 'Negative', 'my house': 'Negative', 'the market': 'Negative', 'people': 'Negative', 'these scores': 'Negative', 'the accuracy': 'Negative'}",review
Excellent platform,5,2025-04-07 20:45:48,Google Play,POSITIVE,0.9998717308044434,['excellent platform'],neutral,{'excellent platform': 'Positive'},review
Way way easier to set up searches than on realtor.ca!,4,2025-04-05 06:26:08,Google Play,NEGATIVE,-0.9800395965576172,['searches'],surprise,{'searches': 'Positive'},review
amazing app!,5,2025-04-03 07:54:33,Google Play,POSITIVE,0.999871015548706,['amazing app'],joy,{'amazing app': 'Positive'},review
I got no response to multiple requests for scheduling a viewing for rentals.,1,2025-04-01 23:10:39,Google Play,NEGATIVE,-0.9997332692146301,"['no response', 'multiple requests', 'a viewing', 'rentals']",sadness,"{'no response': 'Negative', 'multiple requests': 'Negative', 'a viewing': 'Neutral', 'rentals': 'Neutral'}",feature_request
excellent thank you,5,2025-03-25 02:15:58,Google Play,POSITIVE,0.999860405921936,[],joy,{},review
Excellent experience,5,2025-03-22 06:18:05,Google Play,POSITIVE,0.9998596906661987,['excellent experience'],neutral,{'excellent experience': 'Positive'},review
Better than realtor,5,2025-03-20 22:06:56,Google Play,POSITIVE,0.9997395873069763,['realtor'],neutral,{'realtor': 'Neutral'},review
Great app for house information,5,2025-03-19 16:31:15,Google Play,POSITIVE,0.999574601650238,"['great app', 'house information']",neutral,"{'great app': 'Positive', 'house information': 'Neutral'}",review
It's great overall but doesn't support landscape mode (portrait only).,4,2025-03-13 17:40:45,Google Play,NEGATIVE,-0.9891089200973511,['landscape mode'],neutral,{'landscape mode': 'Negative'},review
great for laptop but doesn't work on phones,4,2025-03-12 17:26:50,Google Play,NEGATIVE,-0.9914490580558777,"['laptop', 'phones']",sadness,"{'laptop': 'Positive', 'phones': 'Negative'}",review
"great app. thanks for having this available, and for free. literally loads of info, and always working properly.",5,2025-03-12 09:47:46,Google Play,POSITIVE,0.998810887336731,"['great app', 'thanks', 'literally loads', 'info']",joy,"{'great app': 'Positive', 'thanks': 'Positive', 'literally loads': 'Positive', 'info': 'Positive'}",review
such a great source with specific comparisons user-friendly and accurate,5,2025-02-21 04:54:11,Google Play,POSITIVE,0.9990800619125366,"['such a great source', 'specific comparisons']",joy,"{'such a great source': 'Positive', 'specific comparisons': 'Positive'}",review
Hands down the best real estate app out there with great data.,5,2025-02-19 07:53:38,Google Play,POSITIVE,0.9988532066345215,"['the best real estate app', 'great data']",neutral,"{'the best real estate app': 'Positive', 'great data': 'Positive'}",review
"we loved using HouseSigma! It was so helpful to""see"" the houses without having to physically look at them! We found our forever home through HouseSigma!",5,2025-02-12 20:15:02,Google Play,POSITIVE,0.9993494153022766,"['housesigma', 'so helpful to""see', 'the houses', 'our forever home', 'housesigma']",joy,"{'housesigma': 'Positive', 'so helpful to""see': 'Positive', 'the houses': 'Neutral', 'our forever home': 'Positive'}",review
"What a treat it is to actually have access to relevant information that helps you search better, follow listings and not waste your Realtor's time on basic information that CREA would love to keep behind closed doors. This app gives buyers and sellers greater confidence in their transactions and makes for a better and more fair market.",5,2025-02-12 11:18:39,Google Play,POSITIVE,0.9991807341575623,"['what a treat', 'access', 'relevant information', 'listings', ""your realtor's time"", 'basic information', 'closed doors', 'this app', 'buyers', 'greater confidence', 'their transactions', 'a better and more fair market']",neutral,"{'what a treat': 'Positive', 'access': 'Positive', 'relevant information': 'Positive', 'listings': 'Neutral', ""your realtor's time"": 'Negative', 'basic information': 'Neutral', 'closed doors': 'Neutral', 'this app': 'Positive', 'buyers': 'Positive', 'greater confidence': 'Positive', 'their transactions': 'Positive', 'a better and more fair market': 'Positive'}",review
Amazing service,5,2025-02-08 10:16:40,Google Play,POSITIVE,0.9998700618743896,['amazing service'],surprise,{'amazing service': 'Positive'},review
Please add Manitoba.,3,2025-02-05 02:42:04,Google Play,POSITIVE,0.988134503364563,['manitoba'],neutral,{'manitoba': 'Neutral'},feature_request
Difficult to use,1,2025-02-04 22:08:32,Google Play,NEGATIVE,-0.9995414018630981,[],neutral,{},review
Was kicked out of the app for not being an interested buyer. Was looking for my friends.,1,2025-02-01 06:36:44,Google Play,NEGATIVE,-0.9996652603149414,"['the app', 'an interested buyer', 'my friends']",sadness,"{'the app': 'Negative', 'an interested buyer': 'Negative', 'my friends': 'Neutral'}",review
"I love this app and using it from years without problem. 5 stars are for previous versions. After The latest update it always take me to the play store when I click on email links from housesigma emails even I have the latest version. Email links never open in app anymore, please fix it.",5,2025-01-31 02:58:04,Google Play,NEGATIVE,-0.7564767003059387,"['this app', 'years', 'problem', '5 stars', 'previous versions', 'the latest update', 'the play store', 'email links', 'housesigma emails', 'the latest version', 'email links', 'app']",neutral,"{'this app': 'Positive', 'years': 'Positive', 'problem': 'Negative', '5 stars': 'Negative', 'previous versions': 'Positive', 'the latest update': 'Negative', 'the play store': 'Neutral', 'email links': 'Negative', 'housesigma emails': 'Neutral', 'the latest version': 'Negative', 'app': 'Positive'}",bug_report
"This app is phenomenal! I can't believe I just found out about it, so much extra house listing information compared to the other apps",5,2025-01-30 06:41:08,Google Play,POSITIVE,0.9996442794799805,"['this app', 'so much extra house', 'information', 'the other apps']",surprise,"{'this app': 'Positive', 'so much extra house': 'Positive', 'information': 'Positive', 'the other apps': 'Positive'}",review
great app and informative,5,2025-01-29 03:27:35,Google Play,POSITIVE,0.999870777130127,['great app'],joy,{'great app': 'Positive'},review
Pretty slick app.,5,2025-01-25 11:19:14,Google Play,POSITIVE,0.9996830224990845,['pretty slick app'],neutral,{'pretty slick app': 'Neutral'},review
Used to be 5 stars but makes me confirm my identity several times a day now to see listings which is very annoying.,2,2025-01-18 21:00:26,Google Play,NEGATIVE,-0.9985578656196594,"['5 stars', 'my identity', 'listings']",disgust,"{'5 stars': 'Negative', 'my identity': 'Neutral', 'listings': 'Negative'}",review
Great tool,4,2025-01-17 21:10:42,Google Play,POSITIVE,0.9998475313186646,['great tool'],joy,{'great tool': 'Positive'},review
"Great app, helpful",5,2025-01-06 06:36:12,Google Play,POSITIVE,0.9998109936714172,['great app'],joy,{'great app': 'Positive'},review
get app easy to use,5,2025-01-06 06:31:51,Google Play,POSITIVE,0.9775322675704956,['app'],neutral,{'app': 'Positive'},review
Terrible,1,2025-01-03 01:50:47,Google Play,NEGATIVE,-0.999752938747406,[],fear,{},review
"I can highly recommend the app, it can help to get valuable information about the real estate market and to buy.",5,2025-01-02 04:17:41,Google Play,POSITIVE,0.9996715784072876,"['the app', 'valuable information', 'the real estate market']",joy,"{'the app': 'Positive', 'valuable information': 'Neutral', 'the real estate market': 'Neutral'}",review
