review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
"excellent services, animes, and I enjoy every moment thanks 😊 Team",5,2025-08-04 03:59:29,Google Play,POSITIVE,0.9998600482940674,"['excellent services', 'animes', 'thanks 😊 team']",joy,"{'excellent services': 'Positive', 'animes': 'Positive', 'thanks 😊 team': 'Positive'}",review
its awesome but they needa add more animes,4,2025-08-04 03:51:12,Google Play,NEGATIVE,-0.9471495151519775,['more animes'],joy,{'more animes': 'Negative'},feature_request
love anime all in one place,5,2025-08-04 03:47:47,Google Play,POSITIVE,0.9988521337509155,"['love', 'one place']",neutral,"{'love': 'Positive', 'one place': 'Positive'}",review
best place to watch anime!,5,2025-08-04 03:43:42,Google Play,POSITIVE,0.9997003078460693,['best place'],joy,{'best place': 'Positive'},review
I love this app love anime also can you make more avatars please,5,2025-08-04 03:42:23,Google Play,POSITIVE,0.9995905756950378,"['this app love anime', 'more avatars']",joy,"{'this app love anime': 'Positive', 'more avatars': 'Negative'}",review
this app is awesome,5,2025-08-04 03:04:21,Google Play,POSITIVE,0.999860405921936,['this app'],joy,{'this app': 'Positive'},review
if I try to login or create an account not able to it shows enter valid email id or contact number,2,2025-08-04 03:03:13,Google Play,NEGATIVE,-0.9995958209037781,['an account'],neutral,{'an account': 'Negative'},review
Needs more English Dubbed shows and an option to search or browse for them rather than scroll through the entire list manually...,2,2025-08-04 02:56:23,Google Play,NEGATIVE,-0.9996967315673828,"['more english dubbed shows', 'an option', 'the entire list']",neutral,"{'more english dubbed shows': 'Negative', 'an option': 'Negative', 'the entire list': 'Negative'}",review
good 👍,4,2025-08-04 02:31:44,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
could y'all make it to wear older anime is free and newer anime is what the subscription should be used for please also would make more sense,1,2025-08-04 02:29:49,Google Play,NEGATIVE,-0.997416615486145,"['older anime', 'free and newer anime', 'the subscription', 'more sense']",neutral,"{'older anime': 'Negative', 'free and newer anime': 'Negative', 'the subscription': 'Negative', 'more sense': 'Negative'}",review
good,5,2025-08-04 02:22:46,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
Personally I love this app before this I was watching on Netflix and there were very few I liked thanks a lot Crunchyroll creators I pray for your goodwill.,5,2025-08-04 02:15:47,Google Play,POSITIVE,0.9963926672935486,"['this app', 'netflix', 'thanks', 'your goodwill']",joy,"{'this app': 'Positive', 'netflix': 'Neutral', 'thanks': 'Positive', 'your goodwill': 'Negative'}",review
it's just peak bruh nothing more than peak,5,2025-08-04 01:57:24,Google Play,NEGATIVE,-0.9877899885177612,[],neutral,{},review
best app,5,2025-08-04 01:51:47,Google Play,POSITIVE,0.999686598777771,['best app'],neutral,{'best app': 'Positive'},review
nice,5,2025-08-04 01:40:24,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
Best anime selection!,5,2025-08-04 01:33:09,Google Play,POSITIVE,0.9997712969779968,['best anime selection'],joy,{'best anime selection': 'Positive'},review
"I have a hard time meeting friends, because this app I have been able to build connections and meaningful friendships. the anime Community is my family. We don't all speak the same language but we bond through the characters we love.",5,2025-08-04 01:22:51,Google Play,POSITIVE,0.9993550181388855,"['a hard time meeting friends', 'connections', 'meaningful friendships', 'the anime community', 'my family', 'the same language', 'the characters']",sadness,"{'a hard time meeting friends': 'Neutral', 'connections': 'Positive', 'meaningful friendships': 'Positive', 'the anime community': 'Positive', 'my family': 'Positive', 'the same language': 'Negative', 'the characters': 'Positive'}",review
too good,5,2025-08-04 01:13:53,Google Play,POSITIVE,0.9997445940971375,[],sadness,{},review
really nice app it has alot of anime and I love alot of them. and most definitely attack on titan,5,2025-08-04 01:04:59,Google Play,POSITIVE,0.999601423740387,"['alot', 'anime', 'alot', 'titan']",joy,"{'alot': 'Positive', 'anime': 'Positive', 'titan': 'Neutral'}",review
best 👍,5,2025-08-04 00:38:39,Google Play,POSITIVE,0.9997019171714783,[],neutral,{},review
terrible,1,2025-08-04 00:35:11,Google Play,NEGATIVE,-0.999752938747406,[],fear,{},review
you have to get premium to watch stuff in English and also if it's not airing in Japan then you're not going to be able to watch the show unless you have premium,3,2025-08-04 00:30:22,Google Play,NEGATIVE,-0.9959128499031067,"['premium', 'stuff', 'english', 'japan', 'the show', 'premium']",neutral,"{'premium': 'Negative', 'stuff': 'Negative', 'english': 'Negative', 'japan': 'Negative', 'the show': 'Negative'}",review
best app so far to watch anime on my TV,5,2025-08-04 00:30:08,Google Play,POSITIVE,0.9982866644859314,"['best app', 'anime', 'my tv']",neutral,"{'best app': 'Positive', 'anime': 'Neutral', 'my tv': 'Neutral'}",review
super!,5,2025-08-04 00:29:58,Google Play,POSITIVE,0.9995549321174622,['super'],surprise,{'super': 'Positive'},review
"love the app. but I have to work tomorrow and I wanted to watch some anime last night. paid for the subscription and it keeps saying open the app to confirm it. I'm awake now on a different day, and it's still not working. please fix this and I will change the review.",1,2025-08-03 23:57:44,Google Play,NEGATIVE,-0.9961554408073425,"['the app', 'some anime', 'the subscription', 'the app', 'a different day', 'the review']",sadness,"{'the app': 'Positive', 'some anime': 'Neutral', 'the subscription': 'Negative', 'a different day': 'Neutral', 'the review': 'Negative'}",bug_report
good,5,2025-08-03 23:55:43,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
not bad at all,5,2025-08-03 23:51:19,Google Play,POSITIVE,0.9991185069084167,[],disgust,{},review
im happy about this in Tamil dubbed and good working platform and subscription also good for my budget,5,2025-08-03 23:50:41,Google Play,POSITIVE,0.9996401071548462,"['tamil', 'good working platform', 'subscription', 'my budget']",joy,"{'tamil': 'Positive', 'good working platform': 'Positive', 'subscription': 'Positive', 'my budget': 'Positive'}",review
good variety of anime,5,2025-08-03 23:50:01,Google Play,POSITIVE,0.9998530149459839,"['good variety', 'anime']",neutral,"{'good variety': 'Positive', 'anime': 'Positive'}",review
App keeps freezing and basic functions not working such as casting..... now not playing videos,1,2025-08-03 23:49:51,Google Play,NEGATIVE,-0.9994891881942749,"['app', 'freezing and basic functions', 'videos']",sadness,"{'app': 'Negative', 'freezing and basic functions': 'Negative', 'videos': 'Negative'}",bug_report
add playback speed 2x,4,2025-08-03 23:21:37,Google Play,POSITIVE,0.9604907035827637,[],neutral,{},feature_request
This app consumes too much of data.,1,2025-08-03 23:03:09,Google Play,NEGATIVE,-0.9997262358665466,"['this app', 'data']",disgust,"{'this app': 'Negative', 'data': 'Negative'}",review
worest costomer service don't think to take it,1,2025-08-03 22:57:38,Google Play,NEGATIVE,-0.9944435954093933,['worest costomer service'],neutral,{'worest costomer service': 'Negative'},review
this is a great app but recently it won't load and I get stuck on a loading screen does anyone know how to fix it I've uninstalled it cleared the cache but nothin will work,4,2025-08-03 22:53:44,Google Play,NEGATIVE,-0.998022198677063,"['a great app', 'a loading screen', 'the cache', 'nothin']",sadness,"{'a great app': 'Positive', 'a loading screen': 'Negative', 'the cache': 'Negative', 'nothin': 'Negative'}",bug_report
"updating to a one star review as the app still continues to buffer on or off the internet but what annoys me the most is, I have my language presence set and Everytime a new episode releases for what I'm currently watching it changes it to a completely different language, last Saturday it opened up in Portuguese, today it opened in Italian? it's not just one anime, they all do it and I have to go back in and change it to Japanese and add subtitles and wait for it to buffer for 5 minutes.",1,2025-08-03 22:47:09,Google Play,POSITIVE,0.697853147983551,"['a one star review', 'the app', 'the internet', 'my language presence', 'a new episode releases', 'a completely different language', 'portuguese', 'just one anime', 'japanese', 'subtitles', '5 minutes']",neutral,"{'a one star review': 'Negative', 'the app': 'Negative', 'the internet': 'Neutral', 'my language presence': 'Negative', 'a new episode releases': 'Negative', 'a completely different language': 'Negative', 'portuguese': 'Negative', 'just one anime': 'Negative', 'japanese': 'Negative', 'subtitles': 'Negative', '5 minutes': 'Negative'}",feature_request
it's good,5,2025-08-03 22:39:24,Google Play,POSITIVE,0.9998360872268677,[],joy,{},review
anime,4,2025-08-03 22:25:45,Google Play,POSITIVE,0.9189677834510803,['anime'],neutral,{'anime': 'Neutral'},review
good,3,2025-08-03 22:07:57,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
"Hello Team, I am facing a video buffering problem, could you please solve this problem ASAP......😞",3,2025-08-03 22:07:26,Google Play,NEGATIVE,-0.9988376498222351,"['a video buffering problem', 'this problem asap']",neutral,"{'a video buffering problem': 'Negative', 'this problem asap': 'Negative'}",bug_report
super,5,2025-08-03 21:49:59,Google Play,POSITIVE,0.998783528804779,['super'],neutral,{'super': 'Positive'},review
Hindi language is not working,1,2025-08-03 21:38:15,Google Play,NEGATIVE,-0.9997290968894958,['hindi language'],neutral,{'hindi language': 'Negative'},bug_report
"Limited hindi content, Isiliye annual subscription nahi liya maine.",1,2025-08-03 21:17:31,Google Play,NEGATIVE,-0.9991111159324646,"['limited hindi content', 'isiliye annual subscription nahi liya maine']",neutral,"{'limited hindi content': 'Negative', 'isiliye annual subscription nahi liya maine': 'Negative'}",review
Best experience,5,2025-08-03 21:12:12,Google Play,POSITIVE,0.9996858835220337,['best experience'],neutral,{'best experience': 'Positive'},review
"have had a fan membership for years without problem. however for several days now I've been unable to watch anything, the app stating a problem on Crunchyrolls end. I'm very frustrated and disappointed.",1,2025-08-03 21:09:51,Google Play,NEGATIVE,-0.9994257688522339,"['a fan membership', 'years', 'problem', 'several days', 'the app', 'a problem', 'crunchyrolls end']",anger,"{'a fan membership': 'Neutral', 'years': 'Positive', 'problem': 'Negative', 'several days': 'Negative', 'the app': 'Negative', 'a problem': 'Negative', 'crunchyrolls end': 'Negative'}",bug_report
super,5,2025-08-03 21:09:24,Google Play,POSITIVE,0.998783528804779,['super'],neutral,{'super': 'Positive'},review
okay,5,2025-08-03 21:08:32,Google Play,POSITIVE,0.9997709393501282,[],neutral,{},review
I love this app it gives what you ask for except for the ads because there are sometimes 7 ads at ones and that is irritating 😒 but the video displays are fantastic.,4,2025-08-03 21:04:22,Google Play,POSITIVE,0.9996342658996582,"['this app', 'the ads', '7 ads', 'ones', 'the video displays']",anger,"{'this app': 'Positive', 'the ads': 'Negative', '7 ads': 'Negative', 'ones': 'Neutral', 'the video displays': 'Positive'}",review
A great app and service for anime lovers.,5,2025-08-03 20:59:58,Google Play,POSITIVE,0.9998573064804077,"['a great app', 'service', 'anime lovers']",joy,"{'a great app': 'Positive', 'service': 'Positive', 'anime lovers': 'Positive'}",review
unable to select episodes sometimes UI feel with Buggy on Sony TV,2,2025-08-03 20:50:38,Google Play,NEGATIVE,-0.9993501305580139,"['episodes', 'buggy', 'sony tv']",sadness,"{'episodes': 'Neutral', 'buggy': 'Negative', 'sony tv': 'Negative'}",bug_report
The os version for the us is very good!!!,5,2025-08-03 20:48:55,Google Play,POSITIVE,0.9998224377632141,"['the os version', 'the us']",joy,"{'the os version': 'Positive', 'the us': 'Positive'}",review
nice,3,2025-08-03 20:46:36,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
good app but subscription linuco Ca ta ha,5,2025-08-03 20:39:47,Google Play,NEGATIVE,-0.8453722596168518,"['good app', 'subscription linuco']",sadness,"{'good app': 'Positive', 'subscription linuco': 'Negative'}",review
can you guys please make the rest of the egghead arc in English,1,2025-08-03 20:35:26,Google Play,NEGATIVE,-0.9945496916770935,"['you guys', 'the rest', 'the egghead arc', 'english']",neutral,"{'you guys': 'Neutral', 'the rest': 'Neutral', 'the egghead arc': 'Neutral', 'english': 'Neutral'}",review
good 😊,5,2025-08-03 20:32:14,Google Play,POSITIVE,0.9998576641082764,[],neutral,{},review
hbifd,5,2025-08-03 20:24:41,Google Play,NEGATIVE,-0.9780542254447937,[],neutral,{},review
no child lock,3,2025-08-03 20:24:38,Google Play,POSITIVE,0.9654561281204224,['no child lock'],neutral,{'no child lock': 'Neutral'},review
v od,5,2025-08-03 20:22:54,Google Play,NEGATIVE,-0.6967068314552307,[],neutral,{},review
It does exceptionally at its resolution.,5,2025-08-03 20:20:45,Google Play,POSITIVE,0.9996713399887085,['its resolution'],neutral,{'its resolution': 'Positive'},review
plz try to add all anime on this platform which are are available on us server,4,2025-08-03 20:19:48,Google Play,NEGATIVE,-0.9981521964073181,"['all anime', 'this platform', 'us server']",neutral,"{'all anime': 'Positive', 'this platform': 'Positive', 'us server': 'Positive'}",feature_request
Fantastic,5,2025-08-03 19:56:14,Google Play,POSITIVE,0.9998743534088135,['fantastic'],joy,{'fantastic': 'Positive'},review
I had a very bad experience using crunchyroll ... I had subscribed for a full year with this app. After the first month I took off the auto pay from Google pay after which my subscription for one year got cancelled. The point was that I only used it for a month and the subscription was for a whole year. And then again I had to subscribe for another year and pay the same amount again to use the subscription. This was a fraudulent from Google playstore...,1,2025-08-03 19:49:45,Google Play,NEGATIVE,-0.9997549653053284,"['a very bad experience', 'crunchyroll', 'a full year', 'this app', 'the first month', 'the auto pay', 'google pay', 'my subscription', 'one year', 'the point', 'a month', 'the subscription', 'a whole year', 'another year', 'the same amount', 'the subscription', 'a fraudulent', 'google playstore']",neutral,"{'a very bad experience': 'Negative', 'crunchyroll': 'Negative', 'a full year': 'Negative', 'this app': 'Negative', 'the first month': 'Negative', 'the auto pay': 'Negative', 'google pay': 'Negative', 'my subscription': 'Negative', 'one year': 'Negative', 'the point': 'Negative', 'a month': 'Negative', 'the subscription': 'Negative', 'a whole year': 'Negative', 'another year': 'Negative', 'the same amount': 'Negative', 'a fraudulent': 'Negative', 'google playstore': 'Negative'}",review
This is the best platform which provide best ever anime experience for anime fans. I truly appreciate it and there should be a small change in downloading files you should provide the option to download in the user based quality,4,2025-08-03 19:40:23,Google Play,POSITIVE,0.9996663331985474,"['the best platform', 'ever anime experience', 'anime fans', 'a small change', 'files', 'the option', 'the user', 'based quality']",joy,"{'the best platform': 'Positive', 'ever anime experience': 'Positive', 'anime fans': 'Positive', 'a small change': 'Negative', 'files': 'Negative', 'the option': 'Negative', 'the user': 'Negative', 'based quality': 'Negative'}",review
"I used to love and enjoy Crunchyroll but for a 4 star app to be so glitchy and bugged ,it's almost like you don't care how our experience of the app is like , how am I supposed to stay crunchy if your service is so extremely bad I don't like this. also please give the people not on premium better experience, I mean who likes 23 adverts per episode.",1,2025-08-03 19:32:43,Google Play,NEGATIVE,-0.9992535710334778,"['crunchyroll', 'a 4 star app', 'our experience', 'the app', 'your service', 'the people', 'premium better experience', '23 adverts', 'episode']",surprise,"{'crunchyroll': 'Negative', 'a 4 star app': 'Negative', 'our experience': 'Negative', 'the app': 'Negative', 'your service': 'Negative', 'the people': 'Negative', 'premium better experience': 'Negative', '23 adverts': 'Negative', 'episode': 'Neutral'}",bug_report
naruto shippuden is not in telugu,5,2025-08-03 19:26:50,Google Play,NEGATIVE,-0.9996160268783569,"['naruto shippuden', 'telugu']",neutral,"{'naruto shippuden': 'Neutral', 'telugu': 'Negative'}",review
all is good but the video play speed not good and the 2x speed.,4,2025-08-03 19:24:26,Google Play,NEGATIVE,-0.9889768958091736,"['the video', 'speed']",sadness,"{'the video': 'Negative', 'speed': 'Negative'}",review
good,3,2025-08-03 19:13:42,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
very nice and good,5,2025-08-03 19:11:04,Google Play,POSITIVE,0.9998620748519897,[],joy,{},review
crunchy roll is amazing,5,2025-08-03 18:56:02,Google Play,POSITIVE,0.9998831748962402,['crunchy roll'],joy,{'crunchy roll': 'Positive'},review
Liked It 👍,4,2025-08-03 18:41:08,Google Play,POSITIVE,0.9997560381889343,[],joy,{},review
"please Add ""Not an interesting"" option for anime which we don't want to see",3,2025-08-03 18:32:18,Google Play,NEGATIVE,-0.9997692704200745,"['an interesting"" option', 'anime']",neutral,"{'an interesting"" option': 'Negative', 'anime': 'Negative'}",feature_request
Hello sir / team I like the app you even gave sometimes offer on annual subscription and I am glad for that I posted a few reviews before and you seen it and replied thank you either my luck or The Team is very Good sir / team can you add option of playback speed (like faster one 1.25/ 1.5 / 2) I used to see anime on 1.5 / 2x 😅 if you can please consider this request once again THANK YOU,4,2025-08-03 18:27:21,Google Play,POSITIVE,0.9980072379112244,"['hello sir / team', 'the app', 'annual subscription', 'a few reviews', 'either my luck', 'the team', 'sir / team', 'option', 'playback speed', 'anime', 'this request']",joy,"{'hello sir / team': 'Positive', 'the app': 'Positive', 'annual subscription': 'Positive', 'a few reviews': 'Positive', 'either my luck': 'Positive', 'the team': 'Positive', 'sir / team': 'Positive', 'option': 'Positive', 'playback speed': 'Positive', 'anime': 'Positive', 'this request': 'Positive'}",feature_request
👍,5,2025-08-03 18:15:40,Google Play,NEGATIVE,-0.6970566511154175,[],neutral,{},review
Best Anime Website,5,2025-08-03 18:07:12,Google Play,POSITIVE,0.9997794032096863,['best anime website'],neutral,{'best anime website': 'Neutral'},review
goood,5,2025-08-03 17:57:05,Google Play,NEGATIVE,-0.9943867921829224,['goood'],neutral,{'goood': 'Positive'},review
this app is good but please dub that time I got reincarnated as a slime in hindi,4,2025-08-03 17:52:15,Google Play,NEGATIVE,-0.6320697069168091,"['this app', 'a slime', 'hindi']",neutral,"{'this app': 'Positive', 'a slime': 'Neutral', 'hindi': 'Neutral'}",review
"Even if it's better than it used to be, this app is still garbage compared to the Funimation app. They really need to just give up on this trash and make a new app. Everytime they fix a bug it adds a few more. The newest bug seems to be not being able to go over from the season to select an episode.",1,2025-08-03 17:11:14,Google Play,NEGATIVE,-0.9997190833091736,"['this app', 'garbage', 'the funimation app', 'this trash', 'a new app', 'a bug', 'the newest bug', 'the season', 'an episode']",disgust,"{'this app': 'Negative', 'garbage': 'Negative', 'the funimation app': 'Negative', 'this trash': 'Negative', 'a new app': 'Negative', 'a bug': 'Negative', 'the newest bug': 'Negative', 'the season': 'Neutral', 'an episode': 'Negative'}",bug_report
Absolutely worthless.... Whats the point of subscription if half of the animes i search arent up there and i have to rely on free sites like zoro or gogoanime.... I want to support these animes but crunchyroll is shi*.,1,2025-08-03 17:05:07,Google Play,NEGATIVE,-0.9990515112876892,"['the point', 'subscription', 'half', 'the animes', 'free sites', 'zoro', 'these animes', 'crunchyroll', 'shi']",sadness,"{'the point': 'Negative', 'subscription': 'Negative', 'half': 'Negative', 'the animes': 'Negative', 'free sites': 'Negative', 'zoro': 'Neutral', 'these animes': 'Positive', 'crunchyroll': 'Negative', 'shi': 'Negative'}",review
bekar,1,2025-08-03 16:53:50,Google Play,POSITIVE,0.9905285239219666,['bekar'],neutral,{'bekar': 'Neutral'},review
best anime app forever,5,2025-08-03 16:42:38,Google Play,POSITIVE,0.9998161196708679,['best anime app'],neutral,{'best anime app': 'Positive'},review
best,4,2025-08-03 16:39:02,Google Play,POSITIVE,0.9997941851615906,[],neutral,{},review
are freaking serious their is no anime like a silent want I want to eat your pancreas your name,1,2025-08-03 16:32:37,Google Play,NEGATIVE,-0.9894962906837463,"['no anime', 'a silent want', 'your pancreas', 'your name']",surprise,"{'no anime': 'Negative', 'a silent want': 'Negative', 'your pancreas': 'Positive', 'your name': 'Negative'}",review
this is a good app to use for safely but give low ad to use,5,2025-08-03 16:28:33,Google Play,NEGATIVE,-0.9551753997802734,"['a good app', 'low ad']",neutral,"{'a good app': 'Positive', 'low ad': 'Negative'}",review
"voltem com a opção de escolher a qualidade de streaming (720p, 1080p etc) essa opção de fazer media em internet que oscila só piora a qualidade, em um minuto só eu fui de 1080p para 360p, 480p e de volta a 1080p, não tem motivo pra tirar a opção de escolher",3,2025-08-03 16:16:04,Google Play,NEGATIVE,-0.972033679485321,"['voltem com', 'a opção de escolher', 'a qualidade de streaming (720p', 'a qualidade', 'em um minuto só eu fui de 1080p para 360p', '480p e de volta', 'pra']",neutral,"{'voltem com': 'Positive', 'a opção de escolher': 'Neutral', 'a qualidade de streaming (720p': 'Neutral', 'a qualidade': 'Neutral', 'em um minuto só eu fui de 1080p para 360p': 'Negative', '480p e de volta': 'Negative', 'pra': 'Negative'}",review
need to improve quality of video even though I give the highest quality it still looks like low quality and also it take to much time to load the video please improve this,2,2025-08-03 16:13:56,Google Play,NEGATIVE,-0.9854394197463989,"['quality', 'video', 'the highest quality', 'low quality', 'much time', 'the video']",sadness,"{'quality': 'Negative', 'video': 'Negative', 'the highest quality': 'Negative', 'low quality': 'Negative', 'much time': 'Negative', 'the video': 'Negative'}",review
very good app,5,2025-08-03 16:08:22,Google Play,POSITIVE,0.9998675584793091,['very good app'],joy,{'very good app': 'Positive'},review
Half of the anime I'm interested in watching aren't available,1,2025-08-03 15:59:03,Google Play,NEGATIVE,-0.9996339082717896,"['half', 'the anime']",sadness,"{'half': 'Negative', 'the anime': 'Negative'}",review
Please Dubb Hindi All Animes,5,2025-08-03 15:56:02,Google Play,NEGATIVE,-0.7256649136543274,"['please dubb', 'all animes']",neutral,"{'please dubb': 'Negative', 'all animes': 'Negative'}",review
