reviewId,review,rating,cleaned_review,sentiment_score,sentiment
6460bf67-9194-473a-a583-913a00ddf305,Anbr yas Gill,5,anbr yas gill,0.0,neutral
47bb7f91-7f67-4490-ba2a-bb5ee846369f,Awesome,5,awesome,0.6249,positive
d6839963-f5d6-4e9d-8938-eb2d67375a58,নাইস,5,নইস,0.0,neutral
dd6a7ea3-1ffe-4588-bfc2-f0c173365d35,Emmanuel bassey,5,emmanuel bassey,0.0,neutral
7e961bbc-d50e-4dbc-9cf3-bf3fbd256c05,good,5,good,0.4404,positive
db933696-23d2-4ee8-9cea-f073b991b2dc,lite is the best,5,lite best,0.6369,positive
34d449bd-0201-4cd0-baea-d5f02c3eaf0c,valo,5,valo,0.0,neutral
644092b0-ed9f-4e5d-9bca-2652da1810cc,life,3,life,0.0,neutral
beb84ea2-8687-4ea8-8de3-3c2e3e1a4168,it's good,5,good,0.4404,positive
2eb43886-29e3-49a6-b338-e483414cc35b,Good,5,good,0.4404,positive
8a252c43-4b43-4dc5-a0cb-f2307bb175fc,very good fast transaction,5,good fast transaction,0.4404,positive
54680ff6-0ec5-4621-880a-415e9a854d88,Best app,5,best app,0.6369,positive
e8d057ca-1a75-47be-85c2-b8eb7ff5b2da,I think this app sweet,5,think app sweet,0.4588,positive
81f8f3b8-2cbb-449d-988f-584846e45198,This is my best social media platform l love,5,best social medium platform love,0.8555,positive
99ec9ebf-1fa4-4a9a-9a23-2fded0b866a1,supar,5,supar,0.0,neutral
c043ffb0-9569-4b3e-8e0d-25fff04bb45d,I loved Facebook lite,5,loved facebook lite,0.5994,positive
0145d11b-883a-4f29-aa14-6ab5936e2a9b,very log,5,log,0.0,neutral
30cf03ee-063c-4bb4-af62-e12ac754819b,"wow. it's the best, I love it.",5,wow best love,0.9217,positive
ad627ebc-9134-4e87-9a28-8fea2e496051,too slow,2,slow,0.0,neutral
3b77a156-7a65-4a7e-ba5e-d38092543e6b,nice,5,nice,0.4215,positive
8e882ced-8ab1-45cd-86d8-7a39f26ad392,good,5,good,0.4404,positive
be7d2e34-a0b1-417e-833b-845089a4fd4f,it's the best ever,5,best ever,0.6369,positive
09b2ea5f-d85e-4612-92cc-6c9daebc789d,Good,5,good,0.4404,positive
ddc8bc2b-bd8f-444b-95a1-e697351735c6,maganda gamitin at madaling gamitin kahi5 wala ako load ma open ko pa din po sir god bless talaga po,5,maganda gamitin madaling gamitin kahi5 wala ako load open din sir god bless talaga,0.5994,positive
ed6df2a0-d7e7-49f0-ad88-7d0f33ec0efd,excellent,5,excellent,0.5719,positive
8c7f5239-eaaf-430c-b6f8-74994be53ade,it was easy bey block can nahey open nite,5,easy bey block nahey open nite,0.0,neutral
c72a2a60-e312-44ba-abb8-eac51fc22080,very good,5,good,0.4404,positive
3d78a037-9b57-4566-a895-f9c76bb51701,professional,5,professional,0.0,neutral
cc4b314e-fea6-4837-bd0a-7b05e290751d,thanks so much you are the best,5,thanks much best,0.7964,positive
6ef2085b-26e1-42de-be96-c7b968e3d90d,it a nice app for connecting to individuals,5,nice app connecting individual,0.4215,positive
daf586e0-74e3-4a6b-8175-78118e578eca,I like its,5,like,0.3612,positive
8775f07c-ce00-48ff-9471-e564b6ced6b9,"I can't even view my messages,it keeps saying messages unavailable at the moment,why?",1,cant even view messagesit keep saying message unavailable momentwhy,0.0,neutral
c649dfc9-d5dd-432d-a31c-52381facc748,I love it 💚,5,love,0.6369,positive
5d733f9f-c96d-468d-9e7e-6aa44cceb4c1,👍👍,4,,0.0,neutral
cd2a2c58-f3b4-447d-bcc3-3afc0c1b1279,Facebook Has No Rights To Keep Me Offline With My Veterans Friends And My Friends Because Of Scammers Online Using People Profiles Pictures Trying To Make Money Online With Fake Profiles Pictures From All Over The World 🌍🌎 And I Am A Vietnam Era Veteran From 1973 To 1989 And I Am A Member From The 1st Cav Division Fort Hood Texas And I Am A Member From The American Legion Club Here In Wenatchee Washington State And We Veterans Do A Lot Of Support For The Community In Wenatchee Washington State,1,facebook right keep offline veteran friend friend scammer online using people profile picture trying make money online fake profile picture world vietnam era veteran 1973 1989 member 1st cav division fort hood texas member american legion club wenatchee washington state veteran lot support community wenatchee washington state,0.6705,positive
79d143f6-cdcc-40c4-a330-70b04ac0f3b3,নাইচ,5,নইচ,0.0,neutral
a0911a8a-779a-4f08-b103-e2a936493f39,Facebook Lite is the best,5,facebook lite best,0.6369,positive
bd038d45-f531-47cd-a605-2f2b69bd881f,"love this app, very useful",4,love app useful,0.7964,positive
19cdada3-2e77-4423-91a0-1ab400786e16,good,5,good,0.4404,positive
d3e82230-b5cb-4b78-837e-9e1bda6e34c1,this app is very nice like seriously,5,app nice like seriously,0.5574,positive
a84cc30a-f171-40fd-8b97-0f6dab2490bf,it's good app then have used small storage,5,good app used small storage,0.4404,positive
ea600ddc-e4b2-4339-9e30-7ee22894ddad,good app,2,good app,0.4404,positive
651ba3c7-5f46-4972-b3c9-4cdd5b26fe3b,Secured,5,secured,0.4019,positive
43a2adac-92e6-4fb6-a113-f10a63d3c185,"nice app though and all that but..... this app is not merciful when It comes to shutting down account I think Zuckerberg should be lenient cuz ,,anything u do too much would result In penalties by which u beg and bro trust me no last chance",3,nice app though app merciful come shutting account think zuckerberg lenient cuz anything much would result penalty beg bro trust last chance,0.7351,positive
369e3657-9fb5-492d-90d3-4daa1c233904,its good,5,good,0.4404,positive
53f8c7b7-4294-44de-bbd7-eb96a0e170b1,this keep us together and for everyone in this world,1,keep together everyone world,0.0,neutral
da4217ec-2a28-4e4a-977a-0558a7ba916c,Good,5,good,0.4404,positive
13ba86ce-bcc8-4338-94e0-671b6ce8e2ec,Good,5,good,0.4404,positive
1075a8fa-521f-4cef-bfc5-d64c60c5b89e,good,3,good,0.4404,positive
82b3cba1-8dbd-4fb2-a8d5-dd5a434591c9,very good,5,good,0.4404,positive
d57248d7-3931-4cd5-a36e-1971a363be03,🌟,5,,0.0,neutral
093de7ec-4ce5-4671-8d5f-27b152159a72,loving it,5,loving,0.5994,positive
3757fa15-35c9-4b6c-ba9f-dbd574112d66,it's do pretty good for me I like it,4,pretty good like,0.8225,positive
d658b4e7-703f-4c71-ba30-05672cd4eb9c,come back,5,come back,0.0,neutral
8a2576d6-8e44-4b06-b01a-673f45db8556,reliable,3,reliable,0.0,neutral
d63c771c-0846-40bf-bda5-55e7f4daf9c9,💯💝,5,,0.0,neutral
4969183c-3848-4a5f-9e57-f72ff9786490,ok,5,,0.0,neutral
b5893b57-8b7e-4012-a6f2-6c90d3669359,de best ever,5,best ever,0.6369,positive
0bd7c4b7-1cf9-4f8c-aa53-31f0745c6932,nice,5,nice,0.4215,positive
dbc7f438-208d-4991-b391-c0f8abd06007,Good to use,4,good use,0.4404,positive
a9fbf8c4-af04-4bcd-b872-2431e919928c,wow,5,wow,0.5859,positive
d733dc27-822c-400e-984a-27c1f793edd7,This facebook lite let me fine my account,4,facebook lite let fine account,0.2023,positive
375c1776-be70-4e00-a21b-16b3cdb7a64d,Good app,5,good app,0.4404,positive
2be71dbc-a7b4-4b1a-9e98-30b76233fbb2,add support for tablets,4,add support tablet,0.4019,positive
ac2f2493-0935-40b2-9c37-122472f02e06,Good,5,good,0.4404,positive
4a93d4ae-92ac-42f0-a230-9d38abc348a8,good,4,good,0.4404,positive
0abd80c7-7137-47ce-8fbc-f669932bcd92,beautiful,5,beautiful,0.5994,positive
fe024827-1693-4a3a-a835-3d14d3ddb534,"unfortunately I can't change the font size within the app, so I can't give more than one star! The font is double the size of every other meta app, it makes no sense not to have a setting to change it 🤷‍♂️ also I don't see much lightness, the app still uses more data than many browsers (Opera and Opera Mini) shame I can't give zero stars! 😞",1,unfortunately cant change font size within app cant give one star font double size every meta app make sense setting change also dont see much lightness app still data many browser opera opera mini shame cant give zero star,-0.6705,negative
fe073c25-9647-4e33-81ea-27a6abfcc230,good 😊,5,good,0.4404,positive
d29598a8-dc51-4d3c-a91c-046b37724d24,*I really love this App for a purpose and for life experiences nii*,5,really love app purpose life experience nii,0.6697,positive
1634155e-e344-41c2-9efe-0ccc8707aad7,m.aslam.khand,5,maslamkhand,0.0,neutral
64468b24-d43e-4ec5-913f-afe2f2657d21,C O L O U R I Y D O Z Z Telegram X Is Even Small Metaverse What Crypto Journey I Want To Adapt You Through,5,telegram even small metaverse crypto journey want adapt,0.0772,neutral
8a8bf8cb-b53c-4619-8254-4d3f33c2a444,it flows so easy.,5,flow easy,0.4404,positive
6c8e705a-ceab-44ae-ab12-c64ae78c6707,yes revew this public,5,yes revew public,0.4019,positive
dab9af20-9fb1-4b87-aa5c-e950feb0e4bf,nice,5,nice,0.4215,positive
9e9104e1-4021-471a-a4be-7b46f93bbfd9,gotvdeio,5,gotvdeio,0.0,neutral
fec43f9b-6647-4af3-91f9-b9e2b131b050,good,5,good,0.4404,positive
a33efb36-aae1-451b-b2c2-dbf010e94ebd,It's nice and quick to use,3,nice quick use,0.4215,positive
002a2bf8-7a2e-454b-905c-4fcb7ad99ff3,why day use to Huck my Facebook account am not a scam mer ok,5,day use huck facebook account scam mer,-0.5719,negative
713c472e-8ec8-4069-a0c5-c9a0d4eb0b53,it helps if you are a young boy you will understand ok,3,help young boy understand,0.4019,positive
e750d092-adc8-4f6b-9d3d-0d8425f02d24,best app,5,best app,0.6369,positive
73c258fb-bcf4-4cde-9b5a-346328ce9f3e,"marvelous to be on Facebook,we always knew what's happening Around da Globe 😀😎😁",5,marvelous facebookwe always knew whats happening around globe,0.5994,positive
6f00bba9-0cf2-4bb4-8076-3c16531911f8,very nice,5,nice,0.4215,positive
a8c16e87-4109-4d71-bb35-b5820c7d0efc,I love this version of Facebook so much abd its Meta IA gives its a full work profile,5,love version facebook much abd meta give full work profile,0.6369,positive
a32bcf19-7460-4125-b26b-fb99fe00bc52,Omoiya miiiiiii,2,omoiya miiiiiii,0.0,neutral
873bee6f-f470-41ca-a41f-3f4164090e0b,বালো,5,,0.0,neutral
af7ef522-ae13-499d-a7ca-d1118dfabab8,I am enjoying with this app,5,enjoying app,0.5267,positive
02098bce-aead-4083-ad24-4359a8e6ed4e,The bast app,2,bast app,0.0,neutral
faa8106d-494a-40ee-98cf-ae003ecfd07a,it's a good experience using Google play and it's fast .,5,good experience using google play fast,0.6486,positive
db6360aa-cc52-4a2e-b7a8-5268267ca427,lite is bring up action,4,lite bring action,0.0,neutral
a24a2a40-f3e2-403d-992a-4f4e6de7ef01,💯,4,,0.0,neutral
f3d73110-f157-4862-b1e7-15fd10f47a06,"When I record a video, it seemed to come out more grainy tha. on the regular FB app. So I switched back.",3,record video seemed come grainy tha regular app switched back,0.0,neutral
201b5f54-3279-497c-a3b0-27a11ca9c4b2,i love this app ❤️‍🩹,5,love app,0.6369,positive
5a146e7d-9d47-4aaa-b024-eebf380bd4f2,it's good,5,good,0.4404,positive
50a261a9-ced8-4b55-85bd-53fceb59e713,Nice,4,nice,0.4215,positive
7eb30b38-9c7f-47ea-81f9-1d47cff41afd,not working for messenger,2,working messenger,0.0,neutral
ec3e2316-928b-4778-bd38-9ddbff5f4ba8,I want my account to be late long,5,want account late long,0.0772,neutral
78b06b8a-00c3-42f2-aa12-88b79a14da0c,IT'S MY VERY OLD FRIEND,5,old friend,0.4939,positive
797455d9-7927-4857-a300-fe5e4fa41795,all the best,5,best,0.6369,positive
bcb38694-a694-4d94-9f64-6608a8be16a9,Happy,5,happy,0.5719,positive
7d0447b9-17b3-44ae-8832-b546cafd6ffd,pecks,5,peck,0.0,neutral
adeffbc6-3e1f-42ca-be8c-9b093db0a46d,I like it,5,like,0.3612,positive
dd1ed4e9-3e3c-4052-8a10-53efd510dd33,I like it 👌,5,like,0.3612,positive
8cf1f668-f471-4bb6-a553-8b894f70929e,cool,5,cool,0.3182,positive
da7793f5-bd69-4646-bfe0-b818ad17c7ec,fantastic,5,fantastic,0.5574,positive
6fec7208-d3ec-4fdc-a318-6bb2258c84ae,Stragel 2survive,5,stragel 2survive,0.0,neutral
dc984b9b-03e8-4484-9ab3-2808aaadfe5b,EXCELLENT,5,excellent,0.5719,positive
1a5846af-c688-46f8-8819-01bab4cca958,good,3,good,0.4404,positive
8f78fdfa-68d6-41be-85a0-d0207373e549,nice apps,1,nice apps,0.4215,positive
d61c5f48-8bb4-4c40-9acf-b86208dfead9,I love this app because t has helped me to chat with my friends,5,love app helped chat friend,0.8126,positive
061518fe-cb50-4424-a1f5-5635ee08d548,normal,5,normal,0.0,neutral
23c7d8b7-d829-419c-a8ae-ed0c6e4fcec7,good,5,good,0.4404,positive
8a9e29ae-1ef2-493b-b86b-36fccb20049d,Facebook,5,facebook,0.0,neutral
3c6402fc-ea25-416c-aae5-6cc00acca297,actually this app is very useful and informative for me and enjoy of it's best features and get knowledge about daily world.,5,actually app useful informative enjoy best feature get knowledge daily world,0.8834,positive
27af1b14-d262-46d0-9bf9-07643ae9d008,Nice,5,nice,0.4215,positive
e70101f2-eae6-4020-b7ae-8bbfbde2cbf2,Facebook,5,facebook,0.0,neutral
a472ff73-703d-49b1-8f84-4107d8a3bb4b,Ok,5,,0.0,neutral
a41c482e-339a-4f9f-be8a-33ba85112386,cool,5,cool,0.3182,positive
78ba6c1f-995b-4683-803a-eeebbfcd0438,love,5,love,0.6369,positive
eefdcced-b598-45f4-a42a-d10d5e9901a6,it's very hard,5,hard,-0.1027,negative
fc1fa233-66d6-414e-8c1a-38536d5c37dc,masimthande,1,masimthande,0.0,neutral
486f37ef-1e5e-4930-bb30-46670e613648,"m,m",5,,0.0,neutral
a3bc0d04-a153-4a38-bed2-e43543206bc5,Duduzile Nkosi 🤑,5,duduzile nkosi,0.0,neutral
0fcdcb13-d284-4475-a5ad-77144d92f30b,This App is okay.,4,app okay,0.2263,positive
de7901f8-d675-44f2-8c28-e51c6a59753b,sibusiso khumalo,1,sibusiso khumalo,0.0,neutral
b950f11d-f2f3-4871-93f9-f8d2e11fe1ff,simple and secured,5,simple secured,0.4019,positive
6cde4e11-9845-4993-acb7-2c4cbe36873f,Pongo Kambaik,5,pongo kambaik,0.0,neutral
8050194e-124a-4137-8df8-2032a60915ff,it a great appp,5,great appp,0.6249,positive
cd354c1f-7418-4df7-a994-d3e96bbb780e,best,3,best,0.6369,positive
c9026582-c1c8-4ad8-8e23-bd6412451a1e,like the app but about the suspension of account stuff am quite tier about almost 7 of my account got suspended,3,like app suspension account stuff quite tier almost account got suspended,-0.0865,neutral
9c8d48fc-4d7d-4b05-98e1-3c49da5ceeae,ok,3,,0.0,neutral
b2b88b0b-95b6-42f7-b924-ec37715a3093,live,5,live,0.0,neutral
d210d8ee-bf7e-4e01-8f64-f35c34569da8,great app I love it,4,great app love,0.8519,positive
4c59e766-296c-4128-b252-846e62175eaa,This app is very accurate and faster when using it.,5,app accurate faster using,0.0,neutral
a232e8b6-098e-45d0-81e4-ee6156501e13,Sajil,5,sajil,0.0,neutral
d9806818-c30c-400f-9140-48fec7db0d52,Loww DK Rsa,5,loww rsa,0.0,neutral
d1688388-5fa5-4206-9b81-7e070dbc78f4,but slow,3,slow,0.0,neutral
6defa43a-6a4a-4ed4-a3bc-32538bf9c61c,ok,1,,0.0,neutral
d22bd437-f66e-4efd-ae8e-68ce12d13b80,it very entertaining and i do learn there too,5,entertaining learn,0.4404,positive
83d98196-03b8-4609-970f-ac444328995a,Nice😇😇,5,nice,0.4215,positive
c23f70c2-2d2f-4ec4-a35b-1bbddcf56c57,i am a doctor,5,doctor,0.0,neutral
d078dd9a-054f-4039-9ec3-99dd60d5ef7d,Good,5,good,0.4404,positive
b416d7d9-4ece-4727-827b-fffbdfafbe86,wow,5,wow,0.5859,positive
a886efde-2d02-4565-ba1b-391ffebe3902,mahmabaarlfbhalshekh,1,mahmabaarlfbhalshekh,0.0,neutral
e60b0313-c010-4eeb-bbc7-cf2f8dc3661e,👍👍👍👍,5,,0.0,neutral
4379f8fe-8eb8-4be7-8696-1c40709d82b4,"Good and fast but after the last update, the message icon is not working",2,good fast last update message icon working,0.4404,positive
a6a39d74-90c1-4c38-aa3b-400cb0d71bc6,this app can be improved but still it is Exceptional,5,app improved still exceptional,0.4767,positive
2bea1c7a-c504-4cb8-84d9-0308f3208563,6 ok good,5,good,0.4404,positive
63aced3b-bac5-4b21-bf3a-4732f6e6b681,beautiful,5,beautiful,0.5994,positive
999c6943-547f-41bb-b439-95d9a2c5a004,good and easy to use,5,good easy use,0.7003,positive
86202392-26a0-4276-bdd0-00de38e2a2e3,Execent,5,execent,0.0,neutral
a34558a6-d9fd-43b6-9668-3b3390a5db08,😊,5,,0.0,neutral
986bd3a3-7516-41bd-afba-3c5c3a1af09b,love ❤️ it.,5,love,0.6369,positive
599e8266-d12c-4969-9a80-fd7269c748de,good luck,5,good luck,0.7096,positive
7e506b32-c2fd-433b-9729-e296af206302,Why i can't install this app?,1,cant install app,0.0,neutral
629b5bf1-9457-4207-9075-80120589b39f,i don't see messages,5,dont see message,0.0,neutral
21ed5e32-1acd-41aa-8410-c3103a0a760c,Great ⚡⚡,5,great,0.6249,positive
6b479576-6ca2-4e49-9fe7-b60e8ea15f88,good way of communicating,5,good way communicating,0.4404,positive
03dafae9-c7ed-4707-b546-6df2a85f5e8e,it is a nice app 💝 but they are not allowing me to message any one they said i should with data and i did they said i should update the messager How are mine going to updatethe messager💔😞,3,nice app allowing message one said data said update messager mine going updatethe messager,0.4215,positive
0c2c3382-232b-433e-852d-1fb740ef571d,the messaging area keeps failing me,1,messaging area keep failing,-0.5106,negative
64aabf30-893d-447a-82da-572732474c38,Good,5,good,0.4404,positive
e068a927-9bb7-4803-a08c-b32eef8741a8,very interesting,5,interesting,0.4019,positive
dff8b376-5e59-409f-b683-46eeae62c51a,community college,5,community college,0.0,neutral
b11a54e8-1a8a-4332-9525-d452c89be266,Ggood,5,ggood,0.0,neutral
7f5c20ab-f31e-4686-b004-c48828fcc142,good,5,good,0.4404,positive
f14ff6a6-006f-4f49-82fc-06507201eb6e,it is nice app I ever get,5,nice app ever get,0.4215,positive
cbd44d8d-3b7a-48a9-8b1d-e2105dfeddfc,love,4,love,0.6369,positive
3d4c44ee-5960-4604-b1a5-f82507b627f5,gulab,5,gulab,0.0,neutral
0ac587f8-0542-455b-9131-efb7a5fba220,lungelo Onjest,5,lungelo onjest,0.0,neutral
f879be71-9096-450f-abd2-0a89ae215c08,Please update my Facebook,5,please update facebook,0.3182,positive
76f886c8-a693-43dc-bf46-3107a042c9a6,masaya ako meron nito,5,masaya ako meron nito,0.0,neutral
45e82c35-0dc8-491f-b13b-3147b3dc062b,a very good experience,5,good experience,0.4404,positive
f2bbb627-cee0-4f76-89a9-433895b71415,keep it rea,5,keep rea,0.0,neutral
f5f4f4c3-9d8a-40d2-a4a9-5c00362c5da3,its a nxa app,4,nxa app,0.0,neutral
e5cdab92-11d8-46d6-89b4-22c25ff4d3ff,Nice,5,nice,0.4215,positive
9cb4e35f-48ad-49a8-b6ff-a35f0cf1d1de,Supap,5,supap,0.0,neutral
b39b9a24-c05f-4431-ae25-2b7df64117fb,please they should monetized my account but Facebook is really nice,5,please monetized account facebook really nice,0.659,positive
eeb1b81f-c0c7-40ca-819d-8c07bcd3b906,nice application,5,nice application,0.4215,positive
3343e55c-e198-4f3c-98bd-bc8833a7184b,Not bad,3,bad,-0.5423,negative
dd94b301-0ee9-4573-b7b0-e6ac2a4a9430,very nice,5,nice,0.4215,positive
06218b65-0348-4500-81e9-35ed920729b5,Like this up,5,like,0.3612,positive
5ca177d6-5017-4c26-84d5-e9965fa35ee2,it a great app,4,great app,0.6249,positive
e128e5c4-45f1-4bb8-8f4c-a84096416e7c,it's been awhile since we thanks,5,awhile since thanks,0.4404,positive
32a3d54f-eace-4b8e-bb27-6490261a61db,👍,5,,0.0,neutral
43cc8fa6-d1c2-477c-8917-6a6385d1b466,its good & easy to communicate,5,good easy communicate,0.7003,positive
8c1e9bf5-faee-48ce-a31a-d17e7574a72a,Excellent,5,excellent,0.5719,positive
2b3e0a6b-e389-4346-94e1-3fe035b25ad7,good and very successful,5,good successful,0.7717,positive
b00f134d-e04b-4dca-bf0d-e316f000ecc4,ok 1,5,,0.0,neutral
20d01427-4a06-4ca5-8336-29c49ae12fb4,Normal,5,normal,0.0,neutral
0be90171-4fb1-4f78-b492-56d2399c8537,too slow to download,1,slow download,0.0,neutral
15b1fc54-873a-4a32-a1f6-ba971333aedd,Way to open links,5,way open link,0.0,neutral
d13b5be6-5586-460f-8fbf-b961ee1e0104,beautiful,5,beautiful,0.5994,positive
b8cf0a8f-7ed0-4a42-984f-07fda999cf44,inned this apps now,4,inned apps,0.0,neutral
3da94a03-2b94-4f2f-9658-4e38305f6b71,it helps to save data,4,help save data,0.7096,positive
14148c7f-84dc-4e0c-952b-5478439c3a7f,ډېرښه دی,5,ډېرښه,0.0,neutral
4f2e68ae-2cc6-4234-8c02-ea8bdb6b2dfa,how are you doing from like 💕😘,5,like,0.3612,positive
4e4013a8-b36e-4263-93dc-db8888e92021,its good,5,good,0.4404,positive
3c0baa00-d302-4a95-829d-72b0d8505e65,ww fb lite,5,lite,0.0,neutral
43ad5e0b-ecce-431b-a932-4c1857813182,👍,5,,0.0,neutral
54fbb0b5-e90f-419b-94dd-923261ada723,Haha not bad,5,haha bad,-0.128,negative
c9dba5fb-55b8-4f90-af51-9c7e69d4dc75,its good,5,good,0.4404,positive
5ea2d67b-a6da-40f6-ac24-6b98bf290550,nice,5,nice,0.4215,positive
5b2b60bb-be0c-4bb9-9b94-a3f75895f02e,Facebook helps people,3,facebook help people,0.4019,positive
80e3fffa-b143-48d4-9e91-d576d5fb1441,lovely,5,lovely,0.5859,positive
ef74c173-4c47-4ddc-9b97-5aed5bc8b6b6,All great 👍,5,great,0.6249,positive
78a48ba4-3c99-47f1-a809-be9ca47b4cf4,very interesting,5,interesting,0.4019,positive
7cde92f0-1c7b-4e3c-99cd-a03bb7727eb9,not good for daily uses,2,good daily,0.4404,positive
8d1e5403-4f95-4a68-b994-804c73912a4d,Facebook is a very large platform in everyday life and there is nothing we can use as a reference to do social tasks and responsibilities,5,facebook large platform everyday life nothing use reference social task responsibility,0.0,neutral
e90165d5-a9aa-415e-8b26-5f1904065151,best wishes,4,best wish,0.7845,positive
