review,rating,date,source,sentiment_label,sentiment_score,topics
Love it,5,2025-07-29 19:23:15,Google Play,POSITIVE,0.9998753070831299,[]
very interesting app I ever see love it instagram 💖,5,2025-07-29 19:23:02,Google Play,POSITIVE,0.9992528557777405,['love']
best,5,2025-07-29 19:22:30,Google Play,POSITIVE,0.9997941851615906,[]
the lyrics feature isn't even in my account but the account status says i have all the features and randomly my saved music list and my story music is gone the songs I get is random languages I didn't even know I used to get famous singers and Asian musics but rn i get random background music and when I search the artist it says no results founded . like bro wht the hell it was fine till yesterday not now .,2,2025-07-29 19:22:18,Google Play,NEGATIVE,-0.999210000038147,"['the lyrics feature', 'my account', 'the account status', 'all the features', 'randomly my saved music list', 'my story music', 'the songs', 'random languages', 'famous singers', 'asian musics', 'random background music', 'the artist', 'no results', 'bro', 'the hell', 'yesterday']"
good,5,2025-07-29 19:22:15,Google Play,POSITIVE,0.9998161196708679,[]
One of the most 3rd class update in this apps 😡😡😡,1,2025-07-29 19:20:58,Google Play,POSITIVE,0.956095814704895,"['the most 3rd class update', 'this apps']"
thank you instagram for always with me I am so stressed and lonely I have mo one for taking thats moment just sit and crying lonely that' moment a random notification come from instagram and I check it and then I accidentally st watching reels and my feed was full with funny and joleful reels aftersaw the reels my ugly cried face have a smile thank you instagram for this thank you from Heart ❤️,5,2025-07-29 19:20:29,Google Play,POSITIVE,0.9737837910652161,"['instagram', 'moment', 'a random notification', 'instagram', 'i accidentally st watching reels', 'my feed', 'funny and joleful reels', 'the reels', 'my ugly cried face', 'a smile', 'instagram', 'heart']"
its good and enough,5,2025-07-29 19:20:16,Google Play,POSITIVE,0.99985671043396,['its good']
good,1,2025-07-29 19:20:01,Google Play,POSITIVE,0.9998161196708679,[]
Third class app,1,2025-07-29 19:19:43,Google Play,POSITIVE,0.9369097948074341,['third class app']
the best way to timepas,5,2025-07-29 19:18:57,Google Play,POSITIVE,0.9993450045585632,['the best way']
good,5,2025-07-29 19:18:41,Google Play,POSITIVE,0.9998161196708679,[]
very nice please grow my account 🙏,5,2025-07-29 19:18:13,Google Play,POSITIVE,0.999826967716217,['my account']
very nice 🙂🙂,5,2025-07-29 19:18:10,Google Play,POSITIVE,0.9998577833175659,['very nice 🙂🙂']
enjoyment app,5,2025-07-29 19:18:10,Google Play,POSITIVE,0.9998635053634644,"['enjoyment', 'app']"
Dear Instagram In my story restyle option is not available please enable it I am very interested🤬🤬,5,2025-07-29 19:18:00,Google Play,NEGATIVE,-0.9971445202827454,"['dear instagram', 'my story restyle option']"
the best social media ever used,5,2025-07-29 19:18:00,Google Play,POSITIVE,0.9997919201850891,['the best social media']
ഇൻസ്റ്റാ ഗ്രാമത്തിൽ കേറൂ നിങ്ങളും,5,2025-07-29 19:17:41,Google Play,NEGATIVE,-0.8616330027580261,"['ഇൻസ്റ്റാ ഗ്രാമത്തിൽ', 'കേറൂ', 'നിങ്ങളും']"
superb,5,2025-07-29 19:17:37,Google Play,POSITIVE,0.9998656511306763,['superb']
who so good this aap,5,2025-07-29 19:17:28,Google Play,POSITIVE,0.9982982277870178,['this aap']
"""My Instagram group chats do not show who has seen the messages. I have updated the app and tried all fixes, but the problem is still there..",3,2025-07-29 19:17:15,Google Play,NEGATIVE,-0.9991356730461121,"['my instagram group chats', 'the messages', 'the app', 'all fixes', 'the problem']"
best platform to bring people near,5,2025-07-29 19:16:40,Google Play,POSITIVE,0.9990552067756653,"['best platform', 'people']"
why suspended my account please return kr do please 🥺,1,2025-07-29 19:16:12,Google Play,NEGATIVE,-0.9964481592178345,['my account']
super 💯 itam,5,2025-07-29 19:14:57,Google Play,NEGATIVE,-0.6998558640480042,['super 💯 itam']
📈📈,5,2025-07-29 19:14:47,Google Play,NEGATIVE,-0.6970566511154175,[]
nice experience but not getting local reach and followers,4,2025-07-29 19:14:28,Google Play,NEGATIVE,-0.8083674907684326,"['nice experience', 'local reach', 'followers']"
My life in one app 😂,5,2025-07-29 19:13:30,Google Play,NEGATIVE,-0.7758440971374512,"['my life', 'one app']"
good 😊,5,2025-07-29 19:13:30,Google Play,POSITIVE,0.9998576641082764,[]
لأنه طيّر حسابي,1,2025-07-29 19:13:24,Google Play,NEGATIVE,-0.5973567366600037,['لأنه طيّر حسابي']
👍,5,2025-07-29 19:13:00,Google Play,NEGATIVE,-0.6970566511154175,[]
very g,1,2025-07-29 19:12:02,Google Play,POSITIVE,0.9202867746353149,[]
you have to pay to not get ads... I'm done with this app. You ruined it congratulations,1,2025-07-29 19:11:49,Google Play,NEGATIVE,-0.9996747970581055,"['ads', 'this app', 'congratulations']"
🤍,5,2025-07-29 19:11:43,Google Play,NEGATIVE,-0.6970566511154175,[]
this app do not give to all accounts,1,2025-07-29 19:10:47,Google Play,NEGATIVE,-0.9969764947891235,"['this app', 'all accounts']"
very good very nice 👍 yeh aap reels banane ke liye bhi log instagram my fevret aap mein is aap ko use karta hu bahut accha AAP hai yeh aap Chalane mein bahut accha lagta hai ❤️❤️💚🎁💓 Very good aap ap log instagram mein sab kuch dekh sakte hai,5,2025-07-29 19:10:08,Google Play,POSITIVE,0.9991170763969421,"['yeh aap reels banane ke liye bhi log instagram', 'my fevret aap mein', 'aap ko use karta hu bahut accha aap hai yeh aap chalane mein bahut accha lagta hai', '💓 very good aap ap log instagram mein', 'sab kuch dekh', 'sakte hai']"
"I'm not sure what happened to the app recently, but I can no longer log in. it says my password is incorrect, even though I can log in using the Chrome browser. Instagram has really gone downhill and there's no human to assist with issues. A lot of redirection to FAQs that got me nowhere. VERY DISAPPOINTED.",1,2025-07-29 19:10:00,Google Play,NEGATIVE,-0.9997363686561584,"['the app', 'my password', 'the chrome browser', 'instagram', 'no human', 'issues', 'a lot', 'redirection', 'faqs']"
ap not show ply stor,5,2025-07-29 19:09:59,Google Play,NEGATIVE,-0.9912823438644409,['ply stor']
Nise to app,3,2025-07-29 19:09:32,Google Play,NEGATIVE,-0.6099753975868225,[]
Itna mb q kha rha h instagram,5,2025-07-29 19:09:17,Google Play,NEGATIVE,-0.967373788356781,"['itna', 'mb q kha rha h instagram']"
nice 👍,5,2025-07-29 19:09:13,Google Play,POSITIVE,0.9998424053192139,[]
my ID @ekam_johal__ suspended without any reason...😠,1,2025-07-29 19:08:17,Google Play,NEGATIVE,-0.9995920062065125,['any reason']
best app,5,2025-07-29 19:08:04,Google Play,POSITIVE,0.999686598777771,['best app']
😘 i am loving it,5,2025-07-29 19:08:03,Google Play,POSITIVE,0.9998753070831299,[]
good 👍,5,2025-07-29 19:08:00,Google Play,POSITIVE,0.9998576641082764,[]
wonderful 👍,5,2025-07-29 19:07:53,Google Play,POSITIVE,0.9998829364776611,[]
good,5,2025-07-29 19:07:21,Google Play,POSITIVE,0.9998161196708679,[]
Instagram is such a great app for entertainment but it should have more features for editing so that you do not have to take help from other apps for editing. ✅️🙂,5,2025-07-29 19:07:00,Google Play,POSITIVE,0.5586204528808594,"['instagram', 'such a great app', 'entertainment', 'more features', 'help', 'other apps', 'editing']"
very good,5,2025-07-29 19:06:50,Google Play,POSITIVE,0.9998520612716675,[]
fine gud,5,2025-07-29 19:06:17,Google Play,POSITIVE,0.9949966669082642,['fine gud']
im rating 1 star ⭐ because of Ads showing in between Videos or after the video like youtube 🤢🤬🤢🤢🤢🤢,1,2025-07-29 19:06:15,Google Play,NEGATIVE,-0.9961913824081421,"['1 star ⭐', 'ads', 'videos', 'the video', 'youtube 🤢', '🤬🤢🤢']"
very good performance thanking instagram,4,2025-07-29 19:06:07,Google Play,POSITIVE,0.999796450138092,"['very good performance', 'instagram']"
Excellent,5,2025-07-29 19:05:42,Google Play,POSITIVE,0.9998434782028198,[]
🙏🙏🙏,5,2025-07-29 19:05:13,Google Play,NEGATIVE,-0.6970566511154175,[]
I am using instagram from 2 year but now I am facing a problem while sending reels to my friends there name get disappear randomly from the share list 😡 i report problem many time but no response from Instragram,4,2025-07-29 19:05:04,Google Play,NEGATIVE,-0.999255359172821,"['instagram', '2 year', 'a problem', 'reels', 'my friends', 'the share list', 'problem', 'no response', 'instragram']"
beautiful app,5,2025-07-29 19:03:13,Google Play,POSITIVE,0.9998687505722046,['beautiful app']
ok,5,2025-07-29 19:02:51,Google Play,POSITIVE,0.9997851252555847,[]
bad experience ever I can't get my acc back even after uploading new password it constantly shows incorrect password,1,2025-07-29 19:02:49,Google Play,NEGATIVE,-0.9993742108345032,"['bad experience', 'my acc', 'new password', 'incorrect password']"
Love this app!,5,2025-07-29 19:02:47,Google Play,POSITIVE,0.9998639822006226,['this app']
Best,5,2025-07-29 19:02:47,Google Play,POSITIVE,0.9997941851615906,[]
nice,3,2025-07-29 19:02:35,Google Play,POSITIVE,0.9998552799224854,[]
nice,3,2025-07-29 19:02:16,Google Play,POSITIVE,0.9998552799224854,[]
"This beautiful area and the family,",5,2025-07-29 19:00:51,Google Play,POSITIVE,0.9998693466186523,"['this beautiful area', 'the family']"
veri சுமார்ட்,5,2025-07-29 19:00:42,Google Play,POSITIVE,0.8476003408432007,['veri சுமார்ட்']
Not fun,5,2025-07-29 18:59:13,Google Play,NEGATIVE,-0.9997621178627014,[]
my Instagram account don't show restyle option,5,2025-07-29 18:57:22,Google Play,NEGATIVE,-0.9875653386116028,"['my instagram account', 'restyle option']"
"Instagram continues to be my go-to app for sharing moments and connecting with friends. The interface is intuitive, and I love discovering new content and creators. It's a fantastic platform for visual storytelling and keeping up with what matters to me. Highly recommend!",5,2025-07-29 18:57:17,Google Play,POSITIVE,0.9998557567596436,"['instagram', 'my go-to app', 'moments', 'friends', 'the interface', 'new content', 'creators', 'a fantastic platform', 'visual storytelling']"
I am using Instagram for quite awhile now and it' s easy to use.,5,2025-07-29 18:57:04,Google Play,POSITIVE,0.9937570095062256,['instagram']
that's amazing 🥰 Instagram is very entertainment app 🥰🥰,5,2025-07-29 18:56:57,Google Play,POSITIVE,0.9996660947799683,"['amazing 🥰 instagram', 'very entertainment app']"
good,4,2025-07-29 18:56:04,Google Play,POSITIVE,0.9998161196708679,[]
An app u can't live without !,5,2025-07-29 18:56:02,Google Play,POSITIVE,0.9915392994880676,['an app']
good nice,5,2025-07-29 18:55:34,Google Play,POSITIVE,0.9998514652252197,[]
Reles virel,5,2025-07-29 18:55:30,Google Play,POSITIVE,0.8407638669013977,['reles virel']
the oldest versions were better,3,2025-07-29 18:55:19,Google Play,NEGATIVE,-0.9843034744262695,['the oldest versions']
👍,5,2025-07-29 18:54:54,Google Play,NEGATIVE,-0.6970566511154175,[]
good,5,2025-07-29 18:54:42,Google Play,POSITIVE,0.9998161196708679,[]
I enjoying this app. I like it,5,2025-07-29 18:53:54,Google Play,POSITIVE,0.9998414516448975,['this app']
good app to communication,5,2025-07-29 18:52:16,Google Play,POSITIVE,0.9998200535774231,"['good app', 'communication']"
Good 👍,5,2025-07-29 18:51:12,Google Play,POSITIVE,0.9998576641082764,[]
app autoback back ho raha hay isko kariye,1,2025-07-29 18:50:51,Google Play,NEGATIVE,-0.9649360775947571,"['app', 'ho raha hay']"
Good app for social,4,2025-07-29 18:50:47,Google Play,POSITIVE,0.9997639060020447,['good app']
Awesome!,5,2025-07-29 18:50:39,Google Play,POSITIVE,0.9998664855957031,[]
it keeps us busy with lot of entertainment,5,2025-07-29 18:50:22,Google Play,POSITIVE,0.9995529055595398,"['lot', 'entertainment']"
"nice, sweet, fantastic, authentic app am in love with it",5,2025-07-29 18:50:17,Google Play,POSITIVE,0.9998788833618164,"['nice, sweet, fantastic, authentic app', 'love']"
"they deleted my account because I used it too much apparently. how is that against the guidelines, I thought yall wanted people ok this dumb app. used to be a fan of this app when it wasn't on some BS",1,2025-07-29 18:50:12,Google Play,NEGATIVE,-0.999702513217926,"['my account', 'the guidelines', 'people', 'this dumb app', 'a fan', 'this app', 'some bs']"
INSTAGRAM I LOVE,5,2025-07-29 18:49:41,Google Play,POSITIVE,0.9997355341911316,[]
amazing app,5,2025-07-29 18:49:01,Google Play,POSITIVE,0.9998670816421509,['amazing app']
its mice,4,2025-07-29 18:48:53,Google Play,NEGATIVE,-0.9821642637252808,['its mice']
time wasting,1,2025-07-29 18:48:41,Google Play,NEGATIVE,-0.999795138835907,[]
Abe followers hi nhi badh rhe,1,2025-07-29 18:47:45,Google Play,NEGATIVE,-0.9109501838684082,['abe followers hi nhi badh rhe']
Biutifulllllllllll,5,2025-07-29 18:47:45,Google Play,NEGATIVE,-0.9863789081573486,['biutifulllllllllll']
it good,5,2025-07-29 18:47:09,Google Play,POSITIVE,0.9998427629470825,[]
nice,5,2025-07-29 18:46:38,Google Play,POSITIVE,0.9998552799224854,[]
this app is best top to download now,4,2025-07-29 18:46:22,Google Play,POSITIVE,0.9947524070739746,['this app']
nice,5,2025-07-29 18:46:06,Google Play,POSITIVE,0.9998552799224854,[]
instagram is a good app problem is consuming data highly.,3,2025-07-29 18:45:43,Google Play,NEGATIVE,-0.979962944984436,"['instagram', 'a good app problem', 'data']"
Very nice app 😍😘😘,5,2025-07-29 18:45:28,Google Play,POSITIVE,0.9998155236244202,[]
interesting 🤍😌,5,2025-07-29 18:44:38,Google Play,POSITIVE,0.999607264995575,['interesting 🤍']
love it,1,2025-07-29 18:43:36,Google Play,POSITIVE,0.9998753070831299,[]
𝐈 𝐄𝐍𝐉𝐎𝐘𝐄𝐃 𝐈𝐍𝐓𝐑𝐀𝐆𝐑𝐀𝐌❤️,5,2025-07-29 18:43:34,Google Play,NEGATIVE,-0.8337253928184509,['𝐄𝐍𝐉𝐎𝐘𝐄𝐃 𝐈𝐍𝐓𝐑𝐀𝐆𝐑𝐀𝐌']
best apps and games to my long term,5,2025-07-29 18:43:31,Google Play,POSITIVE,0.999812662601471,"['best apps', 'games', 'my long term']"
this app super,5,2025-07-29 18:43:12,Google Play,POSITIVE,0.9897639751434326,['this app']
useless,1,2025-07-29 18:43:07,Google Play,NEGATIVE,-0.9997991919517517,[]
yes it's amazing app,5,2025-07-29 18:41:54,Google Play,POSITIVE,0.9998680353164673,['amazing app']
amazing,5,2025-07-29 18:41:45,Google Play,POSITIVE,0.999875545501709,[]
nice app,5,2025-07-29 18:41:36,Google Play,POSITIVE,0.9998061060905457,['nice app']
Great,5,2025-07-29 18:41:24,Google Play,POSITIVE,0.9998630285263062,[]
good,5,2025-07-29 18:40:38,Google Play,POSITIVE,0.9998161196708679,[]
Brilliant....❤️👍,5,2025-07-29 18:40:33,Google Play,POSITIVE,0.9998646974563599,['brilliant']
its is very nice app,5,2025-07-29 18:40:32,Google Play,POSITIVE,0.9998522996902466,['very nice app']
Love,3,2025-07-29 18:40:21,Google Play,POSITIVE,0.9998735189437866,['love']
"Give an Auto scroll feature , it will help many ,developers👍",5,2025-07-29 18:40:12,Google Play,POSITIVE,0.9988499879837036,"['an auto scroll feature', 'many ,developers']"
Better app,1,2025-07-29 18:40:05,Google Play,POSITIVE,0.9905760288238525,['better app']
5 star,5,2025-07-29 18:39:05,Google Play,POSITIVE,0.9964116215705872,['5 star']
its overheating my phone,2,2025-07-29 18:38:34,Google Play,NEGATIVE,-0.9994733929634094,['its overheating my phone']
ok,5,2025-07-29 18:37:40,Google Play,POSITIVE,0.9997851252555847,[]
I enjoy Instagram nice application,5,2025-07-29 18:37:36,Google Play,POSITIVE,0.9995108842849731,['instagram nice application']
lag,2,2025-07-29 18:37:16,Google Play,NEGATIVE,-0.9996507167816162,['lag']
I like the app..too smooth to use,5,2025-07-29 18:37:01,Google Play,NEGATIVE,-0.9958892464637756,['the app']
good,5,2025-07-29 18:36:58,Google Play,POSITIVE,0.9998161196708679,[]
best,5,2025-07-29 18:36:57,Google Play,POSITIVE,0.9997941851615906,[]
very nice app,5,2025-07-29 18:36:42,Google Play,POSITIVE,0.9998562335968018,['very nice app']
cool,5,2025-07-29 18:35:32,Google Play,POSITIVE,0.9998509883880615,[]
good,4,2025-07-29 18:34:05,Google Play,POSITIVE,0.9998161196708679,[]
nice aap I talk with my gf everyday,5,2025-07-29 18:33:52,Google Play,POSITIVE,0.9995161294937134,['my gf']
👍,5,2025-07-29 18:31:59,Google Play,NEGATIVE,-0.6970566511154175,[]
"So far, I have enjoyed the app, no stress at all. I just need a better phone to explore this beautiful App.",5,2025-07-29 18:31:58,Google Play,POSITIVE,0.9927794337272644,"['the app', 'no stress', 'a better phone', 'this beautiful app']"
thanks for sharing this views,5,2025-07-29 18:31:05,Google Play,POSITIVE,0.9997109770774841,"['thanks', 'this views']"
happy,5,2025-07-29 18:30:54,Google Play,POSITIVE,0.9998753070831299,[]
cool,5,2025-07-29 18:30:52,Google Play,POSITIVE,0.9998509883880615,[]
The best app for advertising small to large scale businesses that will generate bulk sales,5,2025-07-29 18:30:32,Google Play,POSITIVE,0.9996993541717529,"['the best app', 'advertising', 'large scale businesses', 'bulk sales']"
best App,5,2025-07-29 18:30:27,Google Play,POSITIVE,0.999686598777771,['best app']
This app is very good and it is everyone's heartbeat:,5,2025-07-29 18:30:14,Google Play,POSITIVE,0.9998667240142822,"['this app', ""everyone's heartbeat""]"
yes it was good 👍 I was so excited for this app,5,2025-07-29 18:29:46,Google Play,POSITIVE,0.999679684638977,['this app']
favorite app,5,2025-07-29 18:29:39,Google Play,POSITIVE,0.9990955591201782,['favorite app']
👍🏼,5,2025-07-29 18:29:39,Google Play,NEGATIVE,-0.6970566511154175,[]
best app forever,4,2025-07-29 18:29:30,Google Play,POSITIVE,0.9997783303260803,['best app']
Good,5,2025-07-29 18:29:28,Google Play,POSITIVE,0.9998161196708679,[]
not getting the rosilia font,1,2025-07-29 18:29:22,Google Play,NEGATIVE,-0.9996697902679443,['the rosilia']
keren🤩👌💞,5,2025-07-29 18:29:02,Google Play,NEGATIVE,-0.6970566511154175,['keren🤩👌']
nice,5,2025-07-29 18:28:56,Google Play,POSITIVE,0.9998552799224854,[]
I've ever seen a better app!!!!!,5,2025-07-29 18:27:34,Google Play,POSITIVE,0.984498918056488,['a better app']
this is very nice aap i have make so many friends and I'm also a sayar so i think this is the best app for show your telent,5,2025-07-29 18:27:09,Google Play,POSITIVE,0.9998111128807068,"['so many friends', 'a sayar', 'the best app', 'your telent']"
good,5,2025-07-29 18:26:52,Google Play,POSITIVE,0.9998161196708679,[]
Why have you removed her from the first place while sending reels to Antarctica?🙂,1,2025-07-29 18:26:36,Google Play,NEGATIVE,-0.9987998008728027,"['the first place', 'reels', 'antarctica']"
i got famous thank you instagram,5,2025-07-29 18:25:49,Google Play,POSITIVE,0.9997945427894592,['instagram']
why is this app keeps refreshing for no reason? I'm reading some comments just for a sec and then the post is suddenly gone!,2,2025-07-29 18:24:39,Google Play,NEGATIVE,-0.9996439218521118,"['this app', 'no reason', 'some comments', 'a sec', 'the post']"
pls do my bgmi reels viral insta,5,2025-07-29 18:24:21,Google Play,NEGATIVE,-0.9894163012504578,"['my bgmi reels', 'viral insta']"
good 👍,5,2025-07-29 18:24:01,Google Play,POSITIVE,0.9998576641082764,[]
Nice👌🏻❣️,5,2025-07-29 18:22:59,Google Play,NEGATIVE,-0.6970566511154175,[]
bug DM,1,2025-07-29 18:22:33,Google Play,NEGATIVE,-0.9997430443763733,['bug']
