date,review,rating,thumbs_up,cleaned_review,sentiment_label,sentiment_score,sentiment
2025-07-17 12:54:49,image me problum hoti h blur batata h,5,0,image problum hoti blur batata,NEGATIVE,-0.9954046010971069,negative
2025-07-17 12:51:34,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 12:42:49,what a rubbish application every time error error error,2,0,rubbish application time error error error,NEGATIVE,-0.99973064661026,negative
2025-07-17 12:29:57,best app,4,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-17 12:29:37,nice app,5,0,nice app,POSITIVE,0.9998061060905457,positive
2025-07-17 12:12:27,nice app,5,0,nice app,POSITIVE,0.9998061060905457,positive
2025-07-17 12:09:23,Mujhe online KYC reasons ne pareshene ho rahi hai,2,0,mujhe online kyc reason pareshene rahi hai,NEGATIVE,-0.9596790075302124,negative
2025-07-17 12:09:16,good 👍,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 12:03:30,not open this app,1,0,open app,POSITIVE,0.9992517828941345,positive
2025-07-17 12:02:06,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-17 11:55:45,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 11:49:32,"good,Very good ,",5,0,good good,POSITIVE,0.9998282194137573,positive
2025-07-17 11:42:08,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 11:38:46,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 11:36:26,worst experience,1,0,bad experience,NEGATIVE,-0.9997826218605042,negative
2025-07-17 11:31:04,osm,5,0,osm,NEGATIVE,-0.9950666427612305,negative
2025-07-17 11:17:19,I can't open in my phone even After install,1,0,open phone install,POSITIVE,0.9446702003479004,positive
2025-07-17 11:14:23,super,5,0,super,POSITIVE,0.998783528804779,positive
2025-07-17 10:52:27,good .. GOG,5,0,good gog,POSITIVE,0.9998522996902466,positive
2025-07-17 10:46:17,2 minutes of silence who is trying to open this app 😂,5,0,minute silence try open app,NEGATIVE,-0.9252476692199707,negative
2025-07-17 10:41:29,best,5,0,well,POSITIVE,0.9995703101158142,positive
2025-07-17 10:38:05,it doesn't have an open option and it is not showing in my home tab either,1,0,open option show home tab,NEGATIVE,-0.8213183283805847,negative
2025-07-17 10:36:24,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 10:33:40,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-17 10:29:33,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-17 10:27:30,download,5,0,download,POSITIVE,0.9691482186317444,positive
2025-07-17 10:26:29,adhar update,5,0,adhar update,POSITIVE,0.901552140712738,positive
2025-07-17 10:18:54,good,3,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 10:14:55,from where to open it ? disgusting app,1,0,open disgusting app,NEGATIVE,-0.9981868863105774,negative
2025-07-17 10:13:28,very bad application for authentication very very very bad app this app is not working proprly in device an not show open bad app bad 👎👎👎👎👎👎👎,1,0,bad application authentication bad app app work proprly device open bad app bad,NEGATIVE,-0.9997851252555847,negative
2025-07-17 10:11:31,super app,5,0,super app,POSITIVE,0.9932268261909485,positive
2025-07-17 10:00:16,chutiyappbje,1,0,chutiyappbje,NEGATIVE,-0.9901713728904724,negative
2025-07-17 09:58:43,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-17 09:55:36,super,5,0,super,POSITIVE,0.998783528804779,positive
2025-07-17 09:52:07,apps not open option,1,0,app open option,POSITIVE,0.9952699542045593,positive
2025-07-17 09:50:45,"FACE RD APP ERROR 9708 , not able to fill the ssc form",1,0,face app error 9708 able fill ssc form,NEGATIVE,-0.9976781010627747,negative
2025-07-17 09:47:38,good Experience,5,0,good experience,POSITIVE,0.9998599290847778,positive
2025-07-17 09:47:06,"The app has been installed, but there is no open option, I can not find it in my app screen or homescreen as well. When I try to find this app in the Play Store to open from there, the open option isn't there either. The same thing happened on my friend's phone as well, and both our phones are samsung, but other mobiles of samsung are able to use it without any issue. Worst app experience, how is a government app having such issues",1,0,app instal open option find app screen homescreen try find app play store open open option thing happen friend phone phone samsung mobile samsung able use issue bad app experience government app have issue,NEGATIVE,-0.9972031116485596,negative
2025-07-17 09:42:32,काम नही करता,1,0,काम नही करता,POSITIVE,0.5283499360084534,positive
2025-07-17 09:30:43,not showing this app,5,0,show app,POSITIVE,0.7329406142234802,positive
2025-07-17 08:37:59,worst,1,0,worst,NEGATIVE,-0.9998016953468323,negative
2025-07-17 08:36:03,good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 08:33:56,does this app have collaborative editing,5,0,app collaborative editing,POSITIVE,0.9925049543380737,positive
2025-07-17 08:23:15,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 08:07:45,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-17 08:01:51,best app,1,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-17 07:59:11,bad,1,0,bad,NEGATIVE,-0.999782383441925,negative
2025-07-17 07:50:27,super,5,0,super,POSITIVE,0.998783528804779,positive
2025-07-17 07:46:08,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-17 07:33:04,Open ka option hi nahi hai,1,0,open option nahi hai,POSITIVE,0.8164832592010498,positive
2025-07-17 07:24:08,super,5,0,super,POSITIVE,0.998783528804779,positive
2025-07-17 07:19:16,good aadhar mobile facerd sarvice,5,0,good aadhar mobile facerd sarvice,POSITIVE,0.9995419979095459,positive
2025-07-17 06:25:03,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 05:58:37,useful and helping,5,0,useful help,POSITIVE,0.9988279938697815,positive
2025-07-17 05:32:44,i am not able to open it bcoz show you are lack of resources,1,0,able open bcoz lack resource,NEGATIVE,-0.8726124167442322,negative
2025-07-17 04:51:01,public ko bebkoof banana h or kuch nhi bahut se app h jo kaam hi nhi krte h,1,0,public bebkoof banana kuch nhi bahut app kaam nhi krte,NEGATIVE,-0.996350884437561,negative
2025-07-17 03:42:07,won't work... disappointed,1,0,work disappoint,NEGATIVE,-0.9993434548377991,negative
2025-07-17 02:10:48,does not open this app don't download,1,0,open app download,POSITIVE,0.997688889503479,positive
2025-07-17 00:48:34,good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 00:31:19,install nhi ho rha,5,0,install nhi rha,NEGATIVE,-0.9012906551361084,negative
2025-07-17 00:29:35,Good 😊,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-17 00:28:48,top,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-17 00:10:55,good aap,5,0,good aap,POSITIVE,0.9998424053192139,positive
2025-07-16 23:18:20,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 22:56:37,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 22:56:14,Okay so much nice 👍,5,0,okay nice,POSITIVE,0.9998409748077393,positive
2025-07-16 22:42:29,5 star,5,0,star,POSITIVE,0.9997329115867615,positive
2025-07-16 22:27:04,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 22:27:03,This is a very good app.,4,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-16 22:25:12,nic aap,5,0,nic aap,POSITIVE,0.9760366082191467,positive
2025-07-16 22:12:31,best,5,0,well,POSITIVE,0.9995703101158142,positive
2025-07-16 22:08:24,download problem,1,0,download problem,NEGATIVE,-0.9993687272071838,negative
2025-07-16 22:01:26,Very good app,5,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-16 21:57:28,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-16 21:48:52,neither open option nor can see the app on home screen,1,0,open option app home screen,POSITIVE,0.9568608999252319,positive
2025-07-16 21:36:36,very bad,2,0,bad,NEGATIVE,-0.999782383441925,negative
2025-07-16 21:25:24,good,2,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 21:18:43,good,1,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 20:54:28,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 20:44:25,Try opening it through the ssc page qrcode link where we are supposed to fill our signature and verify our image if anyone of you are filling that . i did the same and it opened,3,0,try open ssc page qrcode link suppose fill signature verify image fill open,NEGATIVE,-0.9968987703323364,negative
2025-07-16 20:44:15,Good,3,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 20:42:08,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-16 20:39:52,nyc app,5,0,nyc app,POSITIVE,0.9869387149810791,positive
2025-07-16 20:34:47,not working properly,1,0,work properly,POSITIVE,0.9997771382331848,positive
2025-07-16 20:32:40,"i dont how dumb people are its a application linked with authentication agency like ssc , passport or other authority",5,0,dumb people application link authentication agency like ssc passport authority,NEGATIVE,-0.9974507689476013,negative
2025-07-16 20:27:23,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 20:27:23,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 20:19:20,very good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 20:07:56,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 20:07:40,Not working properly,1,0,work properly,POSITIVE,0.9997771382331848,positive
2025-07-16 19:55:25,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 19:41:27,good 👍,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 19:32:44,mere me open nhi ho raha but kafi acha h,5,0,mere open nhi raha kafi acha,NEGATIVE,-0.9920228719711304,negative
2025-07-16 19:29:45,good 😊,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 19:26:55,no option to open app not shown on phone homescreen,1,0,option open app show phone homescreen,NEGATIVE,-0.9595215916633606,negative
2025-07-16 18:56:59,great app and more उसेफुल,5,0,great app उसेफुल,POSITIVE,0.9993553757667542,positive
2025-07-16 18:38:53,not working,1,0,work,POSITIVE,0.9994449019432068,positive
2025-07-16 18:38:35,not open this application,1,0,open application,POSITIVE,0.9996071457862854,positive
2025-07-16 18:15:34,It works well even if you make your house tubelight On To your face. Keep blinking Asa the Green circle comes on.,5,0,work house tubelight face blink asa green circle come,POSITIVE,0.9176717400550842,positive
2025-07-16 18:09:45,I am not able to see the logo,3,0,able logo,POSITIVE,0.9990454316139221,positive
2025-07-16 18:05:42,I installed This app But there is not Open,1,0,instal app open,POSITIVE,0.9908802509307861,positive
2025-07-16 18:02:01,Good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 17:50:38,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-16 17:47:58,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 17:45:56,open problem solved,5,0,open problem solve,POSITIVE,0.9935862421989441,positive
2025-07-16 17:31:15,"app install hone ke baad show nahi kar raha hai , kyu",3,0,app install hone baad nahi kar raha hai kyu,NEGATIVE,-0.9873449206352234,negative
2025-07-16 17:17:20,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 17:07:21,super,4,0,super,POSITIVE,0.998783528804779,positive
2025-07-16 16:59:28,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 16:57:07,Good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 16:53:48,okay,3,0,okay,POSITIVE,0.9997709393501282,positive
2025-07-16 16:45:32,a good app,5,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-16 16:43:34,good 😊👍,1,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 16:35:32,good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 16:17:27,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 16:16:14,good app,5,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-16 16:08:49,super 👍👍👍,4,0,super,POSITIVE,0.998783528804779,positive
2025-07-16 16:08:02,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 15:52:03,very nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 15:33:27,very nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 15:27:53,very bad,1,0,bad,NEGATIVE,-0.999782383441925,negative
2025-07-16 15:24:09,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 15:22:16,nice app,5,0,nice app,POSITIVE,0.9998061060905457,positive
2025-07-16 15:16:02,INSTALLATION PROBLEM PLEASE FIXED IT,1,0,installation problem fix,NEGATIVE,-0.9964197874069214,negative
2025-07-16 15:04:33,very bad,5,0,bad,NEGATIVE,-0.999782383441925,negative
2025-07-16 15:03:58,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 15:01:52,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 14:46:45,does not support to samsung phone,1,0,support samsung phone,POSITIVE,0.9553563594818115,positive
2025-07-16 14:26:18,not working properly,1,0,work properly,POSITIVE,0.9997771382331848,positive
2025-07-16 14:23:22,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 14:17:35,good work this application,4,0,good work application,POSITIVE,0.9998513460159302,positive
2025-07-16 14:13:20,guru ji,5,0,guru,POSITIVE,0.998751163482666,positive
2025-07-16 13:59:26,not usable,1,0,usable,POSITIVE,0.9997171759605408,positive
2025-07-16 13:56:17,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 13:37:22,Take lot of Time,1,0,lot time,POSITIVE,0.6735380291938782,positive
2025-07-16 13:36:37,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 13:24:53,good,2,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 13:23:18,bahut achha,4,0,bahut achha,NEGATIVE,-0.9109922647476196,negative
2025-07-16 13:13:03,good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 13:04:23,I hαven't use yet,4,0,hαven't use,NEGATIVE,-0.9873039126396179,negative
2025-07-16 12:52:54,this app installed but not open option 😕,1,0,app instal open option,POSITIVE,0.9759006500244141,positive
2025-07-16 12:52:22,Very good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 12:50:02,not working,1,0,work,POSITIVE,0.9994449019432068,positive
2025-07-16 12:37:58,excellent,5,0,excellent,POSITIVE,0.9998434782028198,positive
2025-07-16 12:31:12,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-16 12:24:51,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 12:22:55,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 12:06:10,app not open,1,0,app open,POSITIVE,0.9981480836868286,positive
2025-07-16 12:02:50,very good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 11:54:52,Good,1,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 11:54:02,very Good Aap,5,0,good aap,POSITIVE,0.9998424053192139,positive
2025-07-16 11:50:31,very good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 11:28:02,poor,1,0,poor,NEGATIVE,-0.9997912049293518,negative
2025-07-16 11:24:09,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-16 11:16:04,Waste app..,1,0,waste app,NEGATIVE,-0.999640703201294,negative
2025-07-16 11:14:58,excellent,5,0,excellent,POSITIVE,0.9998434782028198,positive
2025-07-16 11:09:51,nice,4,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 10:57:39,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 10:48:40,nice app,5,0,nice app,POSITIVE,0.9998061060905457,positive
2025-07-16 10:45:25,not working in motorola fone.....,3,0,work motorola fone,NEGATIVE,-0.9354246854782104,negative
2025-07-16 10:40:29,there is no Open option in this app.Then what is use from this app,1,0,open option app use app,POSITIVE,0.9739888906478882,positive
2025-07-16 10:39:05,nice,4,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 10:32:53,students useful of the a pp,5,0,student useful,POSITIVE,0.9982142448425293,positive
2025-07-16 10:27:33,nice app,5,0,nice app,POSITIVE,0.9998061060905457,positive
2025-07-16 10:16:26,always crashing,2,0,crash,NEGATIVE,-0.9994901418685913,negative
2025-07-16 10:15:54,Error (904): failed due to network related issues This is the only things it shows even when I have a strong network connection.🤦😡👎,1,0,error 904 fail network relate issue thing show strong network connection,NEGATIVE,-0.9989386200904846,negative
2025-07-16 10:14:43,super,5,0,super,POSITIVE,0.998783528804779,positive
2025-07-16 10:09:20,not working,1,0,work,POSITIVE,0.9994449019432068,positive
2025-07-16 10:03:35,outstanding app,5,0,outstanding app,POSITIVE,0.9998511075973511,positive
2025-07-16 09:42:16,👍👍,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-16 09:25:31,download nahi ho raha hai,1,0,download nahi raha hai,NEGATIVE,-0.9550146460533142,negative
2025-07-16 09:17:06,best app,5,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-16 09:10:23,worst app,1,0,bad app,NEGATIVE,-0.9997212290763855,negative
2025-07-16 09:09:42,bad app hai download ho raha hai lekin open ka opsn nahi hai Khali bar bar install krne ka Khali opsn hai taim pas,1,0,bad app hai download raha hai lekin open opsn nahi hai khali bar bar install krne khali opsn hai taim pas,NEGATIVE,-0.998885452747345,negative
2025-07-16 08:56:03,rashan Card KYC,5,0,rashan card kyc,NEGATIVE,-0.9957369565963745,negative
2025-07-16 08:32:51,very nice 👍🙂,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 08:28:07,ak dam badiya,5,0,dam badiya,NEGATIVE,-0.9888644218444824,negative
2025-07-16 08:11:46,super,5,0,super,POSITIVE,0.998783528804779,positive
2025-07-16 07:56:41,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 07:37:51,good app,5,0,good app,POSITIVE,0.9998493194580078,positive
2025-07-16 07:37:48,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 07:30:46,thik hi hai,1,0,thik hai,POSITIVE,0.9747841358184814,positive
2025-07-16 07:11:38,best,5,0,well,POSITIVE,0.9995703101158142,positive
2025-07-16 05:17:38,very useful application.,5,0,useful application,POSITIVE,0.9996707439422607,positive
2025-07-16 03:10:15,nice 👍👍,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-16 00:20:38,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 00:11:18,Very good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-16 00:09:21,not good,1,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 23:48:45,"Not Working mera Mobile Android 12 ver pe he, this app kam nahi kar pa raha he , ssc ka form fill up nahi ho raha 0 Star ⭐ mere taraf se jis karan install karna para oi nahi hota 🤧🤦🤦",1,0,work mera mobile android ver app kam nahi kar raha ssc form fill nahi raha star mere taraf jis karan install karna para nahi hota,NEGATIVE,-0.9981611371040344,negative
2025-07-15 23:02:22,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-15 22:03:25,vary useall,5,0,vary useall,POSITIVE,0.5013665556907654,positive
2025-07-15 21:43:02,it's good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 21:41:26,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 21:41:12,super,4,0,super,POSITIVE,0.998783528804779,positive
2025-07-15 21:32:10,learning,5,0,learn,POSITIVE,0.9979693293571472,positive
2025-07-15 21:22:37,bast app,1,0,bast app,POSITIVE,0.9979962110519409,positive
2025-07-15 21:21:41,worst app function,1,0,bad app function,NEGATIVE,-0.9997642636299133,negative
2025-07-15 21:15:28,bogus,1,0,bogus,NEGATIVE,-0.9998036026954651,negative
2025-07-15 21:00:16,No way to open app,1,0,way open app,POSITIVE,0.9996273517608643,positive
2025-07-15 20:42:27,doesnt work,1,0,work,POSITIVE,0.9994449019432068,positive
2025-07-15 20:33:34,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 20:24:27,worst experience,1,0,bad experience,NEGATIVE,-0.9997826218605042,negative
2025-07-15 20:24:26,very good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 20:17:03,Too worst even at installation,1,0,worst installation,NEGATIVE,-0.9998044371604919,negative
2025-07-15 19:59:55,worst app,1,0,bad app,NEGATIVE,-0.9997212290763855,negative
2025-07-15 19:58:59,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-15 19:54:47,best application,5,0,good application,POSITIVE,0.999854564666748,positive
2025-07-15 19:53:06,very good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 19:52:16,kam nahi kar raha hai,5,0,kam nahi kar raha hai,NEGATIVE,-0.9643031358718872,negative
2025-07-15 19:48:54,good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 19:48:22,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 19:42:53,ok,5,0,,POSITIVE,0.7481208443641663,positive
2025-07-15 19:42:43,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-15 19:34:43,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-15 19:24:57,very easy used,4,0,easy,POSITIVE,0.9972309470176697,positive
2025-07-15 19:06:23,good,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 19:06:00,not good,1,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 18:59:48,Sanjay bhai mere liye to the,5,0,sanjay bhai mere liye,NEGATIVE,-0.5004313588142395,negative
2025-07-15 18:52:48,aap achchhihe,1,0,aap achchhihe,NEGATIVE,-0.9668413996696472,negative
2025-07-15 18:48:46,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 18:37:14,Excellent service,5,0,excellent service,POSITIVE,0.9998576641082764,positive
2025-07-15 18:32:50,good 👍,4,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 18:30:00,aadhar face rd is not installed,5,0,aadhar face instal,NEGATIVE,-0.9075056910514832,negative
2025-07-15 18:25:06,Very Useful apps thank you much,5,0,useful app thank,POSITIVE,0.99968421459198,positive
2025-07-15 18:19:28,opning problems,1,0,opne problem,NEGATIVE,-0.9994295239448547,negative
2025-07-15 17:54:10,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 17:41:26,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 17:39:18,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 17:38:44,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 17:26:26,bad sarvise,1,0,bad sarvise,NEGATIVE,-0.9997535347938538,negative
2025-07-15 17:25:01,don't working so kindly request please update the problem,2,0,work kindly request update problem,NEGATIVE,-0.9969698786735535,negative
2025-07-15 17:20:47,good 😊,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 17:00:45,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-15 16:53:57,"I can't open it, then why we install this",1,0,open install,POSITIVE,0.99713134765625,positive
2025-07-15 16:47:30,this app super,2,0,app super,POSITIVE,0.9798697233200073,positive
2025-07-15 16:46:51,very good service,5,0,good service,POSITIVE,0.9998499155044556,positive
2025-07-15 16:46:33,Nice app,5,0,nice app,POSITIVE,0.9998061060905457,positive
2025-07-15 16:38:59,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 16:32:29,good service,5,0,good service,POSITIVE,0.9998499155044556,positive
2025-07-15 16:31:12,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 16:29:26,osm app,5,0,osm app,NEGATIVE,-0.9797257781028748,negative
2025-07-15 16:18:51,good,3,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 16:07:05,nice,5,0,nice,POSITIVE,0.9998552799224854,positive
2025-07-15 16:04:22,It is irritating too much,1,0,irritate,NEGATIVE,-0.9997783303260803,negative
2025-07-15 16:03:04,good 👍,1,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 15:59:16,good,5,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 15:47:45,maha i,2,0,maha,POSITIVE,0.9978724718093872,positive
2025-07-15 15:41:17,good use full,5,0,good use,POSITIVE,0.9997795224189758,positive
2025-07-15 15:26:51,good,3,0,good,POSITIVE,0.9998161196708679,positive
2025-07-15 15:21:55,nice aap,5,0,nice aap,POSITIVE,0.9998094439506531,positive
