review,rating,date,source,sentiment_label,sentiment_score,topics
Pretty slick app.,5,2025-01-25 11:19:14,Google Play,POSITIVE,0.9996830224990845,['pretty slick app']
Used to be 5 stars but makes me confirm my identity several times a day now to see listings which is very annoying.,2,2025-01-18 21:00:26,Google Play,NEGATIVE,-0.9985578656196594,"['5 stars', 'my identity', 'listings']"
Great tool,4,2025-01-17 21:10:42,Google Play,POSITIVE,0.9998475313186646,['great tool']
"Great app, helpful",5,2025-01-06 06:36:12,Google Play,POSITIVE,0.9998109936714172,['great app']
get app easy to use,5,2025-01-06 06:31:51,Google Play,POSITIVE,0.9775322675704956,['app']
Terrible,1,2025-01-03 01:50:47,Google Play,NEGATIVE,-0.999752938747406,[]
"I can highly recommend the app, it can help to get valuable information about the real estate market and to buy.",5,2025-01-02 04:17:41,Google Play,POSITIVE,0.9996715784072876,"['the app', 'valuable information', 'the real estate market']"
The apps works great and provides upto date information. Support i On the app is excellent,5,2024-12-19 23:23:10,Google Play,POSITIVE,0.9998289346694946,"['the apps', 'upto date information', 'the app']"
nice app,5,2024-12-13 22:30:55,Google Play,POSITIVE,0.9998061060905457,['nice app']
the best,5,2024-12-07 21:43:17,Google Play,POSITIVE,0.9998332262039185,[]
great app,4,2024-12-03 05:21:51,Google Play,POSITIVE,0.999821126461029,['great app']
great app,5,2024-12-02 06:11:47,Google Play,POSITIVE,0.999821126461029,['great app']
"I have been using the app for years, l like it very much, but since update it keep asking me to put the password every time I open the app that makes me very disappointed. I refer not to use the app anymore. I start searching for the new app, finally I found one, It calls REALMASTER. It has all information about the house, when you click on maps it shows all the price of the area, you can move to every city you want. I highly recommend REALMASTER. Thank you anyway HouseSigma..",2,2024-11-30 19:12:13,Google Play,POSITIVE,0.9493470191955566,"['the app', 'years', 'update', 'the password', 'the app', 'the app', 'the new app', 'all information', 'the house', 'maps', 'all the price', 'the area', 'every city', 'realmaster', 'housesigma']"
This app is cloned. Please remove all devices from this app.,1,2024-11-22 05:55:54,Google Play,NEGATIVE,-0.999448835849762,"['this app', 'all devices', 'this app']"
I love that this app shows you the history of the purchases and what the final price was at time of sale,5,2024-11-21 21:18:04,Google Play,POSITIVE,0.9997026324272156,"['this app', 'the history', 'the purchases', 'the final price', 'time', 'sale']"
Comprehensive and up to date market information ; clear organization and explanations for accessing relevant data to visual content pertaining to individual listings as well as detailed broader market information for analysis in various contexts.,4,2024-11-19 23:28:16,Google Play,POSITIVE,0.999146580696106,"['date market information', 'relevant data', 'visual content', 'individual listings', 'detailed broader market information', 'analysis', 'various contexts']"
good,5,2024-11-18 05:05:07,Google Play,POSITIVE,0.9998161196708679,[]
excellent resource,5,2024-11-14 22:13:24,Google Play,POSITIVE,0.9998738765716553,['excellent resource']
Okay thanks,5,2024-11-13 22:01:55,Google Play,POSITIVE,0.9998050332069397,['okay thanks']
"I still love the app but find it fustrating that some houses, mostly rural, show in the wrong location. I use another house search app to find the actual location. Shall I report it in the chat every time one is wrong?",4,2024-11-02 22:31:41,Google Play,NEGATIVE,-0.9940736889839172,"['the app', 'some houses', 'the wrong location', 'another house search app', 'the actual location', 'the chat']"
Very informative on all available listings. you can easily filter and find listings as per your requirements and also easily get all details on the shortlisted properties.,5,2024-10-30 18:41:28,Google Play,POSITIVE,0.9993252754211426,"['all available listings', 'listings', 'your requirements', 'all details', 'the shortlisted properties']"
"Being a real estate agent, i think this App has a definite elaboration to current properties to sneak peek at.",5,2024-10-29 14:30:06,Google Play,POSITIVE,0.9978809952735901,"['a real estate agent', 'this app', 'a definite elaboration', 'current properties', 'peek']"
awesome insight and info for buying a house,5,2024-10-28 18:56:07,Google Play,POSITIVE,0.9998733997344971,"['awesome insight', 'info', 'a house']"
Amazing app. Much more data than the other ones,5,2024-10-28 03:24:19,Google Play,POSITIVE,0.9998599290847778,"['amazing app', 'much more data', 'the other ones']"
UI could use some cleaning up but otherwise. great.,4,2024-10-24 04:50:29,Google Play,POSITIVE,0.9970253109931946,['some cleaning']
Use to be a very informative and useful app. Now it gives you no information on sold properties. Everything is blanked out.,1,2024-10-16 19:53:11,Google Play,NEGATIVE,-0.9991142153739929,"['a very informative and useful app', 'no information', 'sold properties']"
Very informative,5,2024-10-15 00:28:58,Google Play,POSITIVE,0.9998227953910828,[]
It is so fun to look at old pictures of my family house before it got renovated,5,2024-10-13 23:20:06,Google Play,POSITIVE,0.99973064661026,"['old pictures', 'my family house']"
very helpful and the best.,5,2024-10-10 08:39:20,Google Play,POSITIVE,0.9998531341552734,[]
great design and easy to use with lots of features for comparison.,5,2024-09-29 13:38:16,Google Play,POSITIVE,0.999549925327301,"['great design', 'lots', 'features', 'comparison']"
best listing aggregator with price history around 👌,5,2024-09-26 20:03:33,Google Play,POSITIVE,0.9985617995262146,"['aggregator', 'price history']"
Quick to get rid of properties.,4,2024-09-24 08:24:42,Google Play,NEGATIVE,-0.9978992938995361,['properties']
"I wish it showed a few more listings, but having all this information at your fingertips is great 👍.",4,2024-09-18 10:04:17,Google Play,NEGATIVE,-0.9549945592880249,"['a few more listings', 'all this information', 'your fingertips']"
"Please add the ability to better define land sqft/acreage, right now that is the single biggest weakness of housesigma. You cannot look for example for only 1+, 2+, 3+ acreage lots for example",2,2024-09-14 19:30:18,Google Play,NEGATIVE,-0.9903113842010498,"['the ability', 'land sqft/acreage', 'the single biggest weakness', 'housesigma', 'example', ', 3+ acreage lots', 'example']"
I used to be able to scroll freely and see every listing in my area.... now pics are blurred and access is limited. Curious why?,3,2024-09-12 21:32:25,Google Play,NEGATIVE,-0.9993540644645691,"['every listing', 'my area', 'pics', 'access']"
very good app to watch the house,5,2024-09-07 05:35:59,Google Play,POSITIVE,0.9998660087585449,"['very good app', 'the house']"
this app really good and useful,5,2024-09-06 19:48:07,Google Play,POSITIVE,0.9998511075973511,['this app']
I love this app because I bought a home and I can go to the pictures to see what I want to do with it considering it's quite far and closing isn't until end of September. it allows me to show my clients what I purchased.,5,2024-09-06 19:41:46,Google Play,POSITIVE,0.9994034767150879,"['this app', 'a home', 'the pictures', 'closing', 'end', 'september', 'my clients']"
Great app!,5,2024-08-31 08:42:02,Google Play,POSITIVE,0.9998462200164795,['great app']
This is a good option to check the previous history of sold houses.,5,2024-08-31 00:00:51,Google Play,POSITIVE,0.9989644289016724,"['a good option', 'the previous history', 'sold houses']"
Okay,5,2024-08-29 11:31:32,Google Play,POSITIVE,0.9997709393501282,[]
Great app,5,2024-08-26 05:28:42,Google Play,POSITIVE,0.999821126461029,['great app']
Great website,5,2024-08-23 19:57:51,Google Play,POSITIVE,0.9998726844787598,['great website']
the ability to set a defined search radius is a real game changer when looking for a place.,4,2024-08-18 20:25:19,Google Play,POSITIVE,0.9963269829750061,"['the ability', 'a defined search radius', 'a real game changer', 'a place']"
"fabulous tool. It's fun, too, to see how other people designed their interiors in the same layout as your own (for sale, mind you, but still)",5,2024-08-12 18:40:07,Google Play,POSITIVE,0.9997983574867249,"['fabulous tool', 'other people', 'their interiors', 'the same layout', 'sale']"
great app gives u info that other apps dont highly recommend,5,2024-08-09 05:16:30,Google Play,POSITIVE,0.9973934888839722,"['great app', 'info', 'other apps']"
Very difficult to log in. Not worth the trouble when you want to quickly look up a listing.,1,2024-08-08 03:39:02,Google Play,NEGATIVE,-0.9996581077575684,['a listing']
"Great at first, then constantly had to sign in. Had to delete. Don't know why they need all this security when I am just looking at properties. Not like I am buying anything through this or entering personal details.",2,2024-08-03 21:34:14,Google Play,NEGATIVE,-0.9977453351020813,"['all this security', 'properties', 'personal details']"
Great site to review current real estate listings. Allows you to search only areas you're interested in. Very informative.,5,2024-08-03 18:21:02,Google Play,POSITIVE,0.9993371367454529,"['great site', 'current real estate listings', 'only areas']"
"Needs a dark mode, blindingly white background is painful to navigate.",1,2024-08-02 19:56:44,Google Play,NEGATIVE,-0.9995734095573425,"['a dark mode', 'blindingly white background']"
Very useful!,5,2024-07-28 05:54:30,Google Play,POSITIVE,0.99982088804245,[]
Good app but keeps making me sign in. Just keep me signed in,2,2024-07-24 21:22:13,Google Play,POSITIVE,0.9987082481384277,['good app']
Great app,5,2024-07-22 23:16:27,Google Play,POSITIVE,0.999821126461029,['great app']
Love this site!,5,2024-07-20 07:16:20,Google Play,POSITIVE,0.9998798370361328,['this site']
"New update is terrible. I have to continuously re enter my password every time I use the app. EDIT after reply from dev . After the last update, we are asked to re enter password every time we use the app. It is back to being terribly inconvenient and impractical.",1,2024-07-17 08:13:58,Google Play,NEGATIVE,-0.9995608925819397,"['new update', 'my password', 'the app', 'edit', 'reply', 'dev', 'the last update', 'password', 'the app']"
Thank you for biometric sign in !,5,2024-07-15 20:33:33,Google Play,POSITIVE,0.9997925162315369,['biometric sign']
Great website!,5,2024-07-14 09:02:45,Google Play,POSITIVE,0.999880313873291,['great website']
"App is awesome but every 2-3 days asking to login. Serious, what is it? Why do we have to keep logging in.",1,2024-07-11 21:40:23,Google Play,NEGATIVE,-0.9889630675315857,"['app', 'every 2-3 days']"
love all the extra info you get with this app.,5,2024-07-09 00:26:39,Google Play,POSITIVE,0.9996436834335327,"['all the extra info', 'this app']"
I had been using another housing app that rhymes Moocasa but so far this one is much superior in every way compared to the other one,5,2024-07-07 05:42:25,Google Play,POSITIVE,0.9983779191970825,"['another housing app', 'moocasa', 'this one', 'every way']"
"Just like that, the app shows me a survey asking what my interest in real estate is, I answer it truthfully, and nowI am denied access to any listing details. What gives?",1,2024-07-06 07:10:33,Google Play,NEGATIVE,-0.9991194605827332,"['the app', 'a survey', 'my interest', 'real estate', 'nowi', 'access', 'any listing details']"
Great app,4,2024-07-05 20:57:40,Google Play,POSITIVE,0.999821126461029,['great app']
Allows for a lot of research for future investments or rerentals.,5,2024-07-05 00:38:07,Google Play,POSITIVE,0.9778905510902405,"['a lot', 'research', 'future investments', 'rerentals']"
Asking for password after every hour. Not sure what is wrong with the application!,1,2024-07-04 08:54:18,Google Play,NEGATIVE,-0.9997416138648987,"['password', 'every hour', 'the application']"
Ŵorked fine until last update. Now app keeps kicking me out and I have to sign in every time I open it. Even asked if I was an agent ?? Shouldn't have to answer any question to look at listings. Disappointing.,3,2024-07-04 03:55:13,Google Play,NEGATIVE,-0.9934667944908142,"['ŵorked fine', 'last update', 'app', 'every time', 'an agent', 'any question', 'listings']"
"I used to love app, but since the last update it logs me out every few hours. Too annoying to use now, constantly having to sign in if more than a few hours passes.",1,2024-07-03 00:40:37,Google Play,NEGATIVE,-0.9946025013923645,"['app', 'the last update']"
whether you are leasing or buying this app is one window solution to all of your questions,5,2024-07-02 23:36:18,Google Play,NEGATIVE,-0.9964197874069214,"['this app', 'one window solution', 'your questions']"
Doesn't show properties for 70% of the country...,1,2024-07-02 20:57:17,Google Play,NEGATIVE,-0.9984366297721863,"['properties', '70%', 'the country']"
Good app but keeps asking to re-enter my password everytime I open the app recently. Please fix.,3,2024-06-30 00:24:45,Google Play,POSITIVE,0.835966169834137,"['good app', 'my password', 'the app']"
good,4,2024-06-27 23:39:57,Google Play,POSITIVE,0.9998161196708679,[]
"it's great to watch price changes, house sale activity, including historical data with photos.",5,2024-06-23 07:25:11,Google Play,POSITIVE,0.9996111989021301,"['price changes', 'house sale activity', 'historical data', 'photos']"
I'm reasonably happy with the app. There are times that it is difficult to find what you are looking for. Maybe I need more practice.,4,2024-06-22 23:06:38,Google Play,POSITIVE,0.9927961230278015,"['the app', 'times', 'more practice']"
This app. has provided me with so much info. when it comes to buying and/or selling my house. It is very intuitive and satisfying to use this app. Hugely appreciate!!!,5,2024-06-15 23:32:03,Google Play,POSITIVE,0.9998757839202881,"['this app', 'so much info', 'my house', 'this app']"
love the details available to you for comparisons. Great app,4,2024-06-15 00:15:04,Google Play,POSITIVE,0.9998094439506531,"['the details', 'comparisons', 'great app']"
"amazing app, I love how you can see price history on houses.",5,2024-06-13 02:14:34,Google Play,POSITIVE,0.9998630285263062,"['amazing app', 'price history', 'houses']"
solid app,5,2024-06-11 23:37:32,Google Play,POSITIVE,0.9998602867126465,['solid app']
Your app looks AMAZING! Why don't you include Manitoba or Saskatchewan?? I'm in Manitoba and would appreciate it you included our province!!,1,2024-06-11 23:12:33,Google Play,POSITIVE,0.9998338222503662,"['your app', 'manitoba', 'saskatchewan', 'manitoba', 'our province']"
Well made app. Solid UI/UX. A Split view of map and listings would be great.,5,2024-06-09 05:07:13,Google Play,POSITIVE,0.9995532631874084,"['app', 'solid ui', 'a split view', 'map', 'listings']"
Spectacular app!!,5,2024-06-06 03:45:54,Google Play,POSITIVE,0.9996808767318726,['spectacular app']
"It was an unpleasant experience, a proprty was posted terminated while Agent said is available another property was planned for this upcoming open house , I planned to visit I recived notification was sold yesterday. It is not accurate. As much as I experienced difficulty but I like its mapping. You can easily search on the map and see the listing . Another inaccurate information on a property.",4,2024-06-05 01:19:57,Google Play,NEGATIVE,-0.9852584004402161,"['an unpleasant experience', 'a proprty', 'agent', 'another property', 'this upcoming open house', 'i recived notification', 'difficulty', 'its mapping', 'the map', 'the listing', 'another inaccurate information', 'a property']"
The photos never load or only half load. App is constantly glitchy,1,2024-05-23 03:41:13,Google Play,NEGATIVE,-0.9980496168136597,"['the photos', 'only half load', 'app']"
very user friendly,5,2024-05-21 20:46:06,Google Play,POSITIVE,0.9951106905937195,[]
excellent source of information on a variety of homes on the market,5,2024-05-16 17:39:23,Google Play,POSITIVE,0.9998555183410645,"['excellent source', 'information', 'a variety', 'homes', 'the market']"
awesome app. You don't need an agent with this app.,5,2024-05-14 16:41:47,Google Play,POSITIVE,0.9997314810752869,"['awesome app', 'an agent', 'this app']"
Great app but lacks the ability to filter on acreage.,4,2024-05-11 20:43:20,Google Play,NEGATIVE,-0.9979618787765503,"['great app', 'the ability', 'acreage']"
gives a lot of information,5,2024-05-06 01:05:26,Google Play,POSITIVE,0.9994910955429077,"['a lot', 'information']"
I like the filters for viewing on the map and also the growth estimate could really come in handy.,4,2024-04-29 05:06:58,Google Play,POSITIVE,0.990242063999176,"['the filters', 'the map', 'the growth estimate']"
very useful,5,2024-04-28 23:31:32,Google Play,POSITIVE,0.999798595905304,[]
"easy to use, lots of info",5,2024-04-23 19:47:47,Google Play,POSITIVE,0.9982571005821228,"['easy to use, lots', 'info']"
Very useful and informative. Recently hit a snag on some milton and Oakville areas. Password expired . What does that mean,4,2024-04-22 00:19:25,Google Play,POSITIVE,0.6991717219352722,"['a snag', 'some milton and oakville areas', 'password']"
"Great info of any property history at your fingertips. Fantastic job House sigma, well done",4,2024-04-20 08:31:33,Google Play,POSITIVE,0.9998120665550232,"['great info', 'any property history', 'your fingertips', 'fantastic job house sigma']"
Excellent,5,2024-04-17 07:01:57,Google Play,POSITIVE,0.9998434782028198,[]
Good app. I like almost everything. Would be nice to be able to specify lot width to the foot (instead of 10' increments). Would also be nice to specify sold date history to the day.,4,2024-04-17 02:42:09,Google Play,POSITIVE,0.9986374974250793,"['good app', 'lot width', 'the foot', ""10' increments"", 'date history', 'the day']"
Hope VR could be added so that we can have a more thorough understanding.,4,2024-04-16 05:40:24,Google Play,NEGATIVE,-0.9841390252113342,['a more thorough understanding']
very informative.,5,2024-04-14 22:43:57,Google Play,POSITIVE,0.9998524188995361,[]
love being able to view past prices and compare,5,2024-04-12 00:54:21,Google Play,POSITIVE,0.9981511235237122,"['love', 'prices', 'compare']"
"Housesigma excels as a premier real estate portal, offering both a user-friendly website and a seamlessly functional mobile app. Its performance is marked by speed, reliability, and a wealth of information. The Estimate Price feature stands out as particularly valuable, providing precise estimations of property values to aid buyers in securing the best deals. With a responsive and friendly sales team, Housesigma ensures swift assistance and a positive user experience. Love this app",5,2024-04-02 23:43:26,Google Play,POSITIVE,0.9997690320014954,"['excels', 'both a user-friendly website', 'a seamlessly functional mobile app', 'its performance', 'speed', 'reliability', 'a wealth', 'information', 'the estimate price feature', 'precise estimations', 'property values', 'buyers', 'the best deals', 'a responsive and friendly sales team', 'swift assistance', 'a positive user experience', 'this app']"
Well organized and fairly good information,5,2024-03-30 11:41:36,Google Play,POSITIVE,0.9998679161071777,['well organized and fairly good information']
"I like the app idea, but it doesn't have Quebec/Montreal in it unfortunately so it's useless for me.",3,2024-03-30 02:41:04,Google Play,NEGATIVE,-0.9992363452911377,"['the app idea', 'quebec/montreal']"
nice app. u don't need to call a realtor to give you price of any property to compare.,5,2024-03-29 21:45:37,Google Play,POSITIVE,0.9984801411628723,"['nice app', 'a realtor', 'price', 'any property']"
Good details,5,2024-03-26 18:19:00,Google Play,POSITIVE,0.9998406171798706,['good details']
"Very beautiful app, quick and responsive!",5,2024-03-26 01:33:37,Google Play,POSITIVE,0.9998747110366821,['very beautiful app']
preferred app after comparison with others. Bravo!!!,5,2024-03-25 07:22:37,Google Play,NEGATIVE,-0.6214244961738586,"['preferred app', 'comparison']"
fantastic app for recon when you are looking to buy/sell,4,2024-03-24 20:21:03,Google Play,POSITIVE,0.9995805621147156,"['fantastic app', 'recon']"
Please add a dark mode. A lot of listing pictures are not loading.,3,2024-03-20 07:06:11,Google Play,NEGATIVE,-0.9838966131210327,"['a dark mode', 'a lot', 'pictures']"
Excellent 👌,5,2024-03-19 16:38:14,Google Play,POSITIVE,0.9998458623886108,[]
Please allow a filter for age of property. Thanks,5,2024-03-19 15:40:57,Google Play,POSITIVE,0.9979749321937561,"['a filter', 'age', 'property', 'thanks']"
Search filter doesnt work. When you put in max price it still shows all of the houses outside of that price range.,2,2024-03-19 03:15:45,Google Play,NEGATIVE,-0.9994113445281982,"['search filter', 'max price', 'the houses', 'that price range']"
"Useful, efficient site. highly recommended",5,2024-03-16 02:41:44,Google Play,POSITIVE,0.9998414516448975,"['useful, efficient site']"
best real estate app I've come across!,5,2024-03-12 04:45:39,Google Play,POSITIVE,0.9996353387832642,[]
good,5,2024-03-11 20:05:40,Google Play,POSITIVE,0.9998161196708679,[]
Provides great information for people looking to buy their first home,5,2024-03-06 02:05:07,Google Play,POSITIVE,0.99979168176651,"['great information', 'people', 'their first home']"
very informative. love it !!,5,2024-03-05 20:48:30,Google Play,POSITIVE,0.9998865127563477,[]
Better than any other real estate application. Very impressed so far with the service.,5,2024-03-05 11:52:00,Google Play,POSITIVE,0.9997954964637756,"['any other real estate application', 'the service']"
Nice,5,2024-03-02 14:01:57,Google Play,POSITIVE,0.9998552799224854,[]
This app is similar to having the same info a realtor has. I love it!!!,5,2024-03-02 06:03:25,Google Play,NEGATIVE,-0.8907346129417419,"['this app', 'the same info', 'a realtor']"
"like the app, it's great",4,2024-03-01 04:00:56,Google Play,POSITIVE,0.9998770952224731,['the app']
Best app I have ever used for real estate information,5,2024-02-26 22:52:05,Google Play,POSITIVE,0.9994626641273499,['real estate information']
good one,5,2024-02-25 09:11:29,Google Play,POSITIVE,0.9998288154602051,[]
great app!,5,2024-02-23 04:52:11,Google Play,POSITIVE,0.9998462200164795,['great app']
I like the customization of searches.,5,2024-02-20 19:31:27,Google Play,POSITIVE,0.9947800636291504,"['the customization', 'searches']"
The app was good until it kept asking me to log in and wouldn't accept my login. I've uninstalled now.,1,2024-02-18 04:12:03,Google Play,NEGATIVE,-0.9045004844665527,"['the app', 'my login']"
