review,rating,date,source,sentiment_label,sentiment_score,topics
"Very bad version. If someone replies to a comment, it doesn't show up many times when you want to see it. It stays stuck.",1,2025-07-29 18:56:10,Google Play,NEGATIVE,-0.9993009567260742,"['very bad version', 'a comment', 'many times']"
excellent,5,2025-07-29 18:56:06,Google Play,POSITIVE,0.9998434782028198,[]
মাসা আল্লাহ,5,2025-07-29 18:55:28,Google Play,POSITIVE,0.7187169790267944,['মাসা আল্লাহ']
your two way authentication is not helpful at all.,1,2025-07-29 18:55:24,Google Play,NEGATIVE,-0.9997909665107727,['your two way authentication']
good,5,2025-07-29 18:55:11,Google Play,POSITIVE,0.9998161196708679,[]
"The change in UI is very disappointing. When searching for specific stuff, everything is now presented like reels. It seems like the developers are focusing more on content discovery over precise search results. Pages and posts are now much harder to find.",1,2025-07-29 18:54:59,Google Play,NEGATIVE,-0.9997639060020447,"['the change', 'specific stuff', 'reels', 'the developers', 'content discovery', 'precise search results', 'pages', 'posts']"
all over good.,4,2025-07-29 18:54:45,Google Play,POSITIVE,0.9998530149459839,[]
"Great platform to staying connected with friends, upload photos and so many more.",5,2025-07-29 18:53:45,Google Play,POSITIVE,0.9996581077575684,"['great platform', 'friends', 'photos']"
grea Filippo,3,2025-07-29 18:53:36,Google Play,POSITIVE,0.9280898571014404,['grea filippo']
"you can't change make this moment problem fix ""Dear Facebook team, am facing am issue to post in groups. please resolve my issue as soon as possible so that I can continue my journey with you i read and agree with all your agreements and terms or conditions. terms and conditions i promise to follow all these please remove this limit",2,2025-07-29 18:52:59,Google Play,POSITIVE,0.5859519839286804,"['this moment problem', '""dear facebook team', 'issue', 'groups', 'my issue', 'my journey', 'all your agreements', 'terms', 'conditions', 'terms', 'conditions', 'this limit']"
good,4,2025-07-29 18:52:57,Google Play,POSITIVE,0.9998161196708679,[]
it cause many problem,1,2025-07-29 18:52:02,Google Play,NEGATIVE,-0.9952319264411926,['many problem']
Bad,1,2025-07-29 18:51:15,Google Play,NEGATIVE,-0.999782383441925,[]
This latest version is very good keep it up,5,2025-07-29 18:50:23,Google Play,POSITIVE,0.9998522996902466,['this latest version']
load of rubbish Not worth wasting money and data on,1,2025-07-29 18:48:34,Google Play,NEGATIVE,-0.9980605244636536,"['load', 'rubbish', 'money', 'data']"
good,5,2025-07-29 18:47:52,Google Play,POSITIVE,0.9998161196708679,[]
nice good,5,2025-07-29 18:47:29,Google Play,POSITIVE,0.9998525381088257,[]
very disappointing app having too much bugs in security services and authentication problem,1,2025-07-29 18:46:55,Google Play,NEGATIVE,-0.9997209906578064,"['very disappointing app', 'too much bugs', 'security services', 'authentication problem']"
I'm happy with the fb app,4,2025-07-29 18:46:43,Google Play,POSITIVE,0.9998520612716675,['the fb app']
vry nice,5,2025-07-29 18:46:39,Google Play,POSITIVE,0.99977046251297,[]
good work,4,2025-07-29 18:46:15,Google Play,POSITIVE,0.9998413324356079,['good work']
nice best,5,2025-07-29 18:45:26,Google Play,POSITIVE,0.9998493194580078,[]
very good,5,2025-07-29 18:43:47,Google Play,POSITIVE,0.9998520612716675,[]
nice and very easy usefully❤️❤️❤️,5,2025-07-29 18:42:55,Google Play,POSITIVE,0.99986732006073,[]
best,3,2025-07-29 18:42:35,Google Play,POSITIVE,0.9997941851615906,[]
samsung s25 need to optimize video not fast forward also any profile video when I click random vdo it's play first vdo..vivo not happen this...also colour os good...samsung very disappointed with flagship...camera worst atleast software need to good optimize...totally waste man..no smooth software no good camera no good battery backup...,3,2025-07-29 18:42:34,Google Play,NEGATIVE,-0.9996763467788696,"['samsung s25', 'video', 'any profile video', 'random vdo', 'first vdo', 'os good', 'flagship', 'camera worst atleast software', 'no smooth software', 'no good camera', 'no good battery backup']"
"It's awesome, and it's also a great platform to stay connected with friends and family",5,2025-07-29 18:42:29,Google Play,POSITIVE,0.99988853931427,"['a great platform', 'friends', 'family']"
good,5,2025-07-29 18:42:13,Google Play,POSITIVE,0.9998161196708679,[]
nice👍,4,2025-07-29 18:40:29,Google Play,NEGATIVE,-0.6970566511154175,[]
good page 👍 👌,1,2025-07-29 18:38:20,Google Play,POSITIVE,0.999679446220398,['good page']
খুব সুন্দর,5,2025-07-29 18:38:07,Google Play,NEGATIVE,-0.7706267237663269,['খুব সুন্দর']
Wel dan,5,2025-07-29 18:36:55,Google Play,POSITIVE,0.9940127730369568,['wel dan']
at first it was very good 👍 I was thinking about giving a 5 star rate but now I can't even log in to other apps using Facebook account 🥴🥺 I'm gonna loose all my progress efforts I hope you can fix this right away,1,2025-07-29 18:36:16,Google Play,NEGATIVE,-0.9966244697570801,"['a 5 star rate', 'other apps', 'facebook account', 'all my progress efforts']"
"Mr. Facebook is VERY BENEFICIAL TO ME AND OTHER'S, Mr. Facebook COME HIGHLY RECOMMEND TO ALL MANKIND💯😇🙏✌️👌👍! I SALUTE l YOU Mr. Facebook",5,2025-07-29 18:36:03,Google Play,POSITIVE,0.9998315572738647,"['mr. facebook', 'mr. facebook', 'all mankind', 'mr. facebook']"
good,5,2025-07-29 18:35:14,Google Play,POSITIVE,0.9998161196708679,[]
Facebook best but I don't receive monitazation tool,5,2025-07-29 18:35:02,Google Play,NEGATIVE,-0.9783326983451843,['monitazation tool']
only one star problem please recover my account please,1,2025-07-29 18:32:15,Google Play,NEGATIVE,-0.9968609809875488,"['only one star problem', 'my account']"
do I get to add on facebook my phone all my friends,5,2025-07-29 18:32:12,Google Play,NEGATIVE,-0.9787383675575256,['my phone']
"You focus on reels where are horizontal video? I've spotted using since they give up on Long videos, now all videos are in shape of reels",1,2025-07-29 18:31:38,Google Play,NEGATIVE,-0.9967567324638367,"['reels', 'horizontal video', 'long videos', 'all videos', 'shape', 'reels']"
nice,5,2025-07-29 18:31:32,Google Play,POSITIVE,0.9998552799224854,[]
good,4,2025-07-29 18:31:22,Google Play,POSITIVE,0.9998161196708679,[]
good,5,2025-07-29 18:31:12,Google Play,POSITIVE,0.9998161196708679,[]
good,4,2025-07-29 18:30:53,Google Play,POSITIVE,0.9998161196708679,[]
Facebook is interesting side,5,2025-07-29 18:30:42,Google Play,POSITIVE,0.9978293776512146,"['facebook', 'interesting side']"
❤️❤️❤️❤️,5,2025-07-29 18:30:33,Google Play,NEGATIVE,-0.6970566511154175,[]
"FB is very helpful to us, you can connect easily to your friends and love ones.",5,2025-07-29 18:29:51,Google Play,POSITIVE,0.999836802482605,"['your friends', 'love ones']"
superb,5,2025-07-29 18:29:05,Google Play,POSITIVE,0.9998656511306763,['superb']
yha se shopping karke bhout achaaa lagaa or bhout sare offer bhi milee,5,2025-07-29 18:28:02,Google Play,NEGATIVE,-0.9918985366821289,"['yha', 'se shopping karke bhout achaaa lagaa', 'sare', 'bhi milee']"
lovely,5,2025-07-29 18:27:53,Google Play,POSITIVE,0.9998601675033569,[]
good 😊👍,5,2025-07-29 18:27:45,Google Play,POSITIVE,0.9998576641082764,[]
nice,5,2025-07-29 18:27:37,Google Play,POSITIVE,0.9998552799224854,[]
exceptional,5,2025-07-29 18:26:31,Google Play,POSITIVE,0.9998514652252197,[]
nice,5,2025-07-29 18:25:57,Google Play,POSITIVE,0.9998552799224854,[]
I'm setsfive very nice Facebook page.,5,2025-07-29 18:25:55,Google Play,POSITIVE,0.9998354911804199,[]
excellent reviews,5,2025-07-29 18:25:53,Google Play,POSITIVE,0.9998617172241211,['excellent reviews']
good to catch up with old friends,4,2025-07-29 18:25:34,Google Play,POSITIVE,0.999841570854187,['old friends']
good its,5,2025-07-29 18:24:49,Google Play,POSITIVE,0.9998164772987366,[]
Greatness 💪😁💯💯,5,2025-07-29 18:24:46,Google Play,POSITIVE,0.9998428821563721,['greatness 💪😁']
good,5,2025-07-29 18:23:12,Google Play,POSITIVE,0.9998161196708679,[]
the ad pauses are horrible,1,2025-07-29 18:23:08,Google Play,NEGATIVE,-0.9995977282524109,['the ad pauses']
Can't use on my watch,1,2025-07-29 18:22:56,Google Play,NEGATIVE,-0.9909967184066772,['my watch']
Nice,5,2025-07-29 18:22:24,Google Play,POSITIVE,0.9998552799224854,[]
AMAZING,5,2025-07-29 18:20:35,Google Play,POSITIVE,0.999875545501709,[]
good,5,2025-07-29 18:20:31,Google Play,POSITIVE,0.9998161196708679,[]
Whatever ... Facebook is a spam app !,1,2025-07-29 18:20:01,Google Play,NEGATIVE,-0.9989264607429504,"['facebook', 'a spam app']"
very good,5,2025-07-29 18:19:51,Google Play,POSITIVE,0.9998520612716675,[]
love 🥰🥰,5,2025-07-29 18:17:22,Google Play,POSITIVE,0.9997313618659973,['love']
Good,5,2025-07-29 18:17:19,Google Play,POSITIVE,0.9998161196708679,[]
super,5,2025-07-29 18:17:07,Google Play,POSITIVE,0.998783528804779,['super']
Forced suggestions are ruining Facebook! I spend more time editing it than enjoying it.😥👎,1,2025-07-29 18:16:13,Google Play,NEGATIVE,-0.999799907207489,"['forced suggestions', 'facebook', 'more time']"
annoying with the new ad thing,1,2025-07-29 18:16:09,Google Play,NEGATIVE,-0.9997345805168152,['the new ad thing']
really great,5,2025-07-29 18:15:53,Google Play,POSITIVE,0.9998630285263062,[]
nice,5,2025-07-29 18:15:15,Google Play,POSITIVE,0.9998552799224854,[]
good,5,2025-07-29 18:14:45,Google Play,POSITIVE,0.9998161196708679,[]
good,1,2025-07-29 18:14:25,Google Play,POSITIVE,0.9998161196708679,[]
আলহামদুলিল্লাহ আমরা সবাই একসাথে হয়ে ফেসবুকে কাজ করবো কেউ কাউকে হিংসা করবো না,5,2025-07-29 18:14:05,Google Play,POSITIVE,0.5722879767417908,"['একসাথে হয়ে', 'কাজ', 'কেউ', 'কাউকে', 'করবো']"
good and nice,5,2025-07-29 18:12:11,Google Play,POSITIVE,0.9998528957366943,[]
nice apk,5,2025-07-29 18:11:52,Google Play,POSITIVE,0.9998088479042053,['nice apk']
"l enjoy the content, as long as it is NOT sexual or violent. Positive and proactive is better",5,2025-07-29 18:11:17,Google Play,POSITIVE,0.9994304776191711,"['the content', 'proactive']"
this aplbis very good for public view and opinion,5,2025-07-29 18:10:45,Google Play,POSITIVE,0.9992921352386475,"['public view', 'opinion']"
"Hi, I would like to kindly report an issue I'm currently experiencing. When I woke up this morning and tried to open my Facebook app, it suddenly closed by itself. I thought it was just a small glitch, so I tried opening it again—but it crashed once more. I’ve already tried multiple times and did what I could: I restarted my phone, reinstalled the app, cleared the cache, and cleared the storage, but the issue is still happening. I hope this can be looked into and fixed as soon as possible.",1,2025-07-29 18:09:45,Google Play,NEGATIVE,-0.9967746138572693,"['an issue', 'my facebook app', 'just a small glitch', 'my phone', 'the app', 'the cache', 'the storage', 'the issue']"
it's good apps,5,2025-07-29 18:09:10,Google Play,POSITIVE,0.9998726844787598,['good apps']
evrything is gonna be 👌👌👌👍,5,2025-07-29 18:09:00,Google Play,NEGATIVE,-0.730377197265625,[]
Good,5,2025-07-29 18:08:59,Google Play,POSITIVE,0.9998161196708679,[]
good very smooth this application,5,2025-07-29 18:07:10,Google Play,POSITIVE,0.9998544454574585,['this application']
you rock!!!,5,2025-07-29 18:05:48,Google Play,POSITIVE,0.9998427629470825,[]
good app,5,2025-07-29 18:05:07,Google Play,POSITIVE,0.9998493194580078,['good app']
Friendly,4,2025-07-29 18:04:52,Google Play,POSITIVE,0.9998407363891602,[]
terrible app not good service irritating please solve this problem why your page ain't loading,1,2025-07-29 18:04:38,Google Play,NEGATIVE,-0.9996175765991211,"['terrible app', 'not good service', 'this problem', 'your page']"
best,5,2025-07-29 18:04:09,Google Play,POSITIVE,0.9997941851615906,[]
best,3,2025-07-29 18:03:32,Google Play,POSITIVE,0.9997941851615906,[]
good,5,2025-07-29 18:03:19,Google Play,POSITIVE,0.9998161196708679,[]
idk Great Content,5,2025-07-29 18:02:31,Google Play,POSITIVE,0.9998345375061035,['idk great content']
good for Thank ইউ,5,2025-07-29 18:02:10,Google Play,POSITIVE,0.9996194839477539,['thank']
like,3,2025-07-29 18:01:17,Google Play,POSITIVE,0.9910564422607422,[]
The app Isn't working. Since two hour,1,2025-07-29 18:00:16,Google Play,NEGATIVE,-0.9994184970855713,"['the app', 'two hour']"
good,1,2025-07-29 18:00:08,Google Play,POSITIVE,0.9998161196708679,[]
very good,5,2025-07-29 17:59:06,Google Play,POSITIVE,0.9998520612716675,[]
nice,5,2025-07-29 17:58:09,Google Play,POSITIVE,0.9998552799224854,[]
new search layout is so lame can't find anything when searching now,1,2025-07-29 17:56:45,Google Play,NEGATIVE,-0.9998036026954651,['new search layout']
"Facebook apps and tabs are designed to cater to a wide range of user needs, from social interaction and messaging to business management and content discovery. The platform has continued to evolve with features tailored to different user segments, such as businesses, gamers, and content creators",5,2025-07-29 17:56:45,Google Play,POSITIVE,0.9961842894554138,"['facebook apps', 'tabs', 'a wide range', 'user needs', 'social interaction', 'business management', 'content discovery', 'the platform', 'features', 'different user segments', 'businesses', 'gamers', 'content creators']"
good,5,2025-07-29 17:55:57,Google Play,POSITIVE,0.9998161196708679,[]
nothing much this app keeps you busy❤️,5,2025-07-29 17:53:09,Google Play,NEGATIVE,-0.9997742772102356,['this app']
Samsung keyboard glitches out on Facebook. Galaxy S24 phone so no reason it shouldn't be compatible. FB removed the entire other side of an important 3yr long messenger conversation with no explanation & has ignore all inquiries.,1,2025-07-29 17:52:36,Google Play,NEGATIVE,-0.9996253252029419,"['samsung keyboard', 'facebook', 'galaxy s24 phone', 'no reason', 'the entire other side', 'an important 3yr long messenger conversation', 'no explanation', 'all inquiries']"
khub valo ekta app thank you 😊,5,2025-07-29 17:52:26,Google Play,POSITIVE,0.9980872273445129,['khub valo ekta app']
love it ♥️,5,2025-07-29 17:49:06,Google Play,POSITIVE,0.999871015548706,[]
good,4,2025-07-29 17:45:26,Google Play,POSITIVE,0.9998161196708679,[]
nice app,5,2025-07-29 17:45:20,Google Play,POSITIVE,0.9998061060905457,['nice app']
good apps,5,2025-07-29 17:44:57,Google Play,POSITIVE,0.9998608827590942,['good apps']
Facebook has become a business platform. thinking of deleting account.,1,2025-07-29 17:44:55,Google Play,NEGATIVE,-0.9266111254692078,"['facebook', 'a business platform', 'thinking', 'account']"
very good,5,2025-07-29 17:44:30,Google Play,POSITIVE,0.9998520612716675,[]
Good,5,2025-07-29 17:44:15,Google Play,POSITIVE,0.9998161196708679,[]
very very beautiful ❤️,5,2025-07-29 17:43:40,Google Play,POSITIVE,0.9998786449432373,[]
OK this application,4,2025-07-29 17:42:38,Google Play,POSITIVE,0.9995137453079224,['this application']
Thank you ❤️,1,2025-07-29 17:42:11,Google Play,POSITIVE,0.9998127818107605,[]
absolute app,5,2025-07-29 17:41:11,Google Play,POSITIVE,0.9885269403457642,['absolute app']
"The ads in Facebook are ridiculous.Regardless of it ""letting"" you adjust your preferences, it still shows you ads relevant to the ones you DONT want to see.I always see ads that VERY MUCH go again guidelines-But I'm not allowed to report said ad ???? And now, ads are being shoved in my face, LITERALLY every other post. Facebook has become less about connections, and more about ads.",1,2025-07-29 17:40:24,Google Play,NEGATIVE,-0.9983323216438293,"['the ads', 'facebook', 'your preferences', 'the ones', 'ads', 'ads', 'my face', 'literally every other post. facebook', 'connections', 'ads']"
5 💫,1,2025-07-29 17:39:20,Google Play,POSITIVE,0.5259479284286499,['5 💫']
good,3,2025-07-29 17:38:45,Google Play,POSITIVE,0.9998161196708679,[]
good,4,2025-07-29 17:37:35,Google Play,POSITIVE,0.9998161196708679,[]
